index,frequency,average,std-dev,sample-1,sample-2,sample-3
73,78056.175,7.284039e-01,4.954654e-05,+7.28366200E-01,+7.28371600E-01,+7.28473900E-01
74,82925.997,7.284650e-01,1.342544e-05,+7.28482900E-01,+7.28450600E-01,+7.28461400E-01
75,88099.640,7.285595e-01,3.523190e-05,+7.28515200E-01,+7.28561900E-01,+7.28601400E-01
76,93596.060,7.292155e-01,6.359419e-06,+7.29206600E-01,+7.29219100E-01,+7.29220900E-01
77,99435.395,7.294149e-01,2.669161e-05,+7.29396900E-01,+7.29395100E-01,+7.29452600E-01
78,105639.038,7.301822e-01,1.280634e-05,+7.30199600E-01,+7.30178000E-01,+7.30169100E-01
79,112229.718,7.304288e-01,2.584497e-05,+7.30454600E-01,+7.30438400E-01,+7.30393500E-01
80,119231.582,7.311854e-01,1.268078e-05,+7.31194400E-01,+7.31194400E-01,+7.31167500E-01
81,126670.283,7.315571e-01,1.552296e-05,+7.31578700E-01,+7.31542800E-01,+7.31549900E-01
82,134573.075,7.325974e-01,1.914268e-05,+7.32575300E-01,+7.32622000E-01,+7.32595000E-01
83,142968.911,7.330625e-01,6.627223e-06,+7.33061900E-01,+7.33054700E-01,+7.33070900E-01
84,151888.552,7.341608e-01,1.024120e-05,+7.34146500E-01,+7.34169800E-01,+7.34166200E-01
85,161364.679,7.352562e-01,2.328438e-05,+7.35267000E-01,+7.35223900E-01,+7.35277800E-01
86,171432.008,7.360014e-01,5.878777e-06,+7.36008600E-01,+7.35994200E-01,+7.36001400E-01
87,182127.424,7.371830e-01,7.730608e-06,+7.37193700E-01,+7.37175800E-01,+7.37179400E-01
88,193490.114,7.384399e-01,7.307679e-06,+7.38448900E-01,+7.38439900E-01,+7.38431000E-01
89,205561.707,7.398555e-01,2.106471e-05,+7.39826200E-01,+7.39874700E-01,+7.39865700E-01
90,218386.430,7.405486e-01,3.660897e-06,+7.40548000E-01,+7.40544500E-01,+7.40553400E-01
91,232011.271,7.417553e-01,1.183226e-05,+7.41763700E-01,+7.41738600E-01,+7.41763700E-01
92,246486.148,7.428154e-01,2.637440e-05,+7.42830300E-01,+7.42837500E-01,+7.42778300E-01
93,261864.093,7.437443e-01,1.872864e-05,+7.43724600E-01,+7.43738900E-01,+7.43769500E-01
94,278201.448,7.444123e-01,3.888607e-05,+7.44459000E-01,+7.44414100E-01,+7.44363800E-01
95,295558.069,7.452784e-01,2.335908e-05,+7.45254500E-01,+7.45270600E-01,+7.45310100E-01
96,313997.546,7.454250e-01,1.024120e-05,+7.45430400E-01,+7.45410700E-01,+7.45434000E-01
97,333587.438,7.445302e-01,1.392703e-05,+7.44512900E-01,+7.44547000E-01,+7.44530800E-01
98,354399.518,7.430620e-01,2.451208e-05,+7.43029600E-01,+7.43088900E-01,+7.43067400E-01
99,376510.036,7.409958e-01,2.274296e-05,+7.40968200E-01,+7.40995200E-01,+7.41023900E-01
100,400000.000,7.387721e-01,1.025876e-05,+7.38766700E-01,+7.38763200E-01,+7.38786500E-01
