index,frequency,average,std-dev,sample-1,sample-2,sample-3
73,91809.427,7.216362e-02,6.749849e-06,+7.21724900E-02,+7.21622400E-02,+7.21561300E-02
74,97757.390,5.660260e-02,1.856346e-06,+5.66017600E-02,+5.66051700E-02,+5.66008600E-02
75,104090.698,4.440827e-02,4.629948e-06,+4.44032900E-02,+4.44144400E-02,+4.44070700E-02
76,110834.316,3.483180e-02,2.222796e-06,+3.48330000E-02,+3.48337100E-02,+3.48286800E-02
77,118014.826,2.733436e-02,5.434411e-06,+2.73277600E-02,+2.73342400E-02,+2.73410700E-02
78,125660.531,2.147699e-02,7.986365e-06,+2.14725500E-02,+2.14882000E-02,+2.14702100E-02
79,133801.572,1.688259e-02,2.918493e-06,+1.68866100E-02,+1.68813900E-02,+1.68797700E-02
80,142470.038,1.330725e-02,8.434834e-06,+1.33160100E-02,+1.33098900E-02,+1.32958600E-02
81,151700.098,1.053101e-02,3.036972e-06,+1.05349700E-02,+1.05275900E-02,+1.05304700E-02
82,161528.137,8.331730e-03,4.001600e-06,+8.33005000E-03,+8.33725000E-03,+8.32789000E-03
83,171992.896,6.682007e-03,5.904001e-06,+6.67739000E-03,+6.67829000E-03,+6.69034000E-03
84,183135.624,5.340433e-03,5.813916e-06,+5.33989000E-03,+5.33360000E-03,+5.34781000E-03
85,195000.244,4.345957e-03,3.077840e-05,+4.34170000E-03,+4.31057000E-03,+4.38560000E-03
86,207633.526,3.605460e-03,5.461648e-06,+3.60474000E-03,+3.61248000E-03,+3.59916000E-03
87,221085.267,2.982740e-03,1.746667e-05,+2.96547000E-03,+2.97608000E-03,+3.00667000E-03
88,235408.492,2.534483e-03,9.880912e-06,+2.54156000E-03,+2.52051000E-03,+2.54138000E-03
89,250659.661,2.181287e-03,2.666374e-05,+2.19268000E-03,+2.20672000E-03,+2.14446000E-03
90,266898.892,1.746100e-03,9.253647e-05,+1.87691000E-03,+1.68402000E-03,+1.67737000E-03
91,284190.198,1.901920e-03,2.134930e-05,+1.87259000E-03,+1.91038000E-03,+1.92279000E-03
92,302601.738,1.820413e-03,1.099453e-05,+1.80512000E-03,+1.83049000E-03,+1.82563000E-03
93,322206.088,1.766610e-03,2.059871e-05,+1.78784000E-03,+1.73872000E-03,+1.77327000E-03
94,343080.524,1.750360e-03,6.455509e-06,+1.74124000E-03,+1.75528000E-03,+1.75456000E-03
95,365307.331,1.713113e-03,3.726613e-05,+1.72955000E-03,+1.74826000E-03,+1.66153000E-03
96,388974.124,1.731227e-03,4.278881e-06,+1.72631000E-03,+1.73674000E-03,+1.73063000E-03
97,414174.193,1.717250e-03,1.899945e-05,+1.69500000E-03,+1.74142000E-03,+1.71533000E-03
98,441006.873,1.688880e-03,2.388427e-05,+1.68420000E-03,+1.72019000E-03,+1.66225000E-03
99,469577.934,1.680243e-03,2.061819e-05,+1.66495000E-03,+1.66639000E-03,+1.70939000E-03
100,500000.000,1.697820e-03,3.316852e-05,+1.65092000E-03,+1.72055000E-03,+1.72199000E-03
