index,frequency,average,std-dev,sample-1,sample-2,sample-3
53,18177.077,7.308204e-01,1.329820e-05,+7.30803000E-01,+7.30822800E-01,+7.30835300E-01
54,19219.658,7.306612e-01,2.401504e-05,+7.30693500E-01,+7.30654000E-01,+7.30636000E-01
55,20322.039,7.303595e-01,1.059812e-05,+7.30355900E-01,+7.30348700E-01,+7.30373900E-01
56,21487.649,7.300392e-01,9.738698e-06,+7.30025500E-01,+7.30047000E-01,+7.30045200E-01
57,22720.114,7.297124e-01,7.202935e-06,+7.29718400E-01,+7.29716600E-01,+7.29702300E-01
58,24023.270,7.294497e-01,1.913537e-05,+7.29431100E-01,+7.29476000E-01,+7.29441900E-01
59,25401.171,7.291534e-01,2.389314e-05,+7.29133000E-01,+7.29140200E-01,+7.29186900E-01
60,26858.104,7.289583e-01,2.609525e-05,+7.28930100E-01,+7.28951700E-01,+7.28993000E-01
61,28398.603,7.287637e-01,2.147934e-05,+7.28739800E-01,+7.28759500E-01,+7.28791900E-01
62,30027.460,7.283758e-01,1.697098e-06,+7.28377000E-01,+7.28377000E-01,+7.28373400E-01
63,31749.743,7.287097e-01,1.183226e-05,+7.28718100E-01,+7.28718100E-01,+7.28693000E-01
64,33570.810,7.285027e-01,3.887839e-05,+7.28450600E-01,+7.28513400E-01,+7.28544000E-01
65,35496.329,7.283207e-01,2.162041e-05,+7.28330300E-01,+7.28341100E-01,+7.28290800E-01
66,37532.289,7.281166e-01,1.664579e-05,+7.28102200E-01,+7.28139900E-01,+7.28107600E-01
67,39685.026,7.279502e-01,1.856562e-05,+7.27974700E-01,+7.27946000E-01,+7.27929800E-01
68,41961.238,7.278490e-01,1.983941e-05,+7.27823900E-01,+7.27872400E-01,+7.27850800E-01
69,44368.005,7.277257e-01,3.394097e-06,+7.27723300E-01,+7.27723300E-01,+7.27730500E-01
70,46912.818,7.281256e-01,2.536156e-05,+7.28089700E-01,+7.28143500E-01,+7.28143500E-01
71,49603.593,7.281878e-01,1.748721e-05,+7.28202800E-01,+7.28197400E-01,+7.28163300E-01
72,52448.703,7.280962e-01,1.137024e-05,+7.28107600E-01,+7.28100400E-01,+7.28080700E-01
73,55457.000,7.279723e-01,8.323596e-06,+7.27964000E-01,+7.27969300E-01,+7.27983700E-01
74,58637.843,7.278718e-01,1.856347e-05,+7.27854400E-01,+7.27863400E-01,+7.27897500E-01
75,62001.130,7.282872e-01,2.748895e-05,+7.28324900E-01,+7.28276400E-01,+7.28260200E-01
76,65557.324,7.281699e-01,2.278601e-05,+7.28201000E-01,+7.28161500E-01,+7.28147100E-01
77,69317.491,7.280507e-01,2.808634e-05,+7.28082500E-01,+7.28055500E-01,+7.28014200E-01
78,73293.330,7.279328e-01,3.592835e-05,+7.27933400E-01,+7.27888500E-01,+7.27976500E-01
79,77497.210,7.286343e-01,1.503869e-05,+7.28649900E-01,+7.28639100E-01,+7.28614000E-01
80,81942.212,7.286356e-01,4.607142e-05,+7.28585300E-01,+7.28624800E-01,+7.28696600E-01
81,86642.166,7.286744e-01,3.655419e-06,+7.28669700E-01,+7.28678600E-01,+7.28675000E-01
82,91611.695,7.292455e-01,9.402237e-06,+7.29237100E-01,+7.29258600E-01,+7.29240700E-01
83,96866.260,7.293682e-01,1.917191e-05,+7.29352000E-01,+7.29357400E-01,+7.29395100E-01
84,102422.211,7.295747e-01,1.837613e-05,+7.29596200E-01,+7.29551300E-01,+7.29576500E-01
85,108296.835,7.304587e-01,2.329897e-05,+7.30474300E-01,+7.30476100E-01,+7.30425800E-01
86,114508.409,7.306138e-01,2.279752e-05,+7.30610800E-01,+7.30643100E-01,+7.30587500E-01
87,121076.260,7.314416e-01,2.329897e-05,+7.31426000E-01,+7.31424200E-01,+7.31474500E-01
88,128020.823,7.318612e-01,2.719056e-05,+7.31864200E-01,+7.31892900E-01,+7.31826500E-01
89,135363.704,7.328015e-01,1.161905e-05,+7.32812300E-01,+7.32806900E-01,+7.32785400E-01
90,143127.751,7.332498e-01,3.726995e-05,+7.33302500E-01,+7.33225300E-01,+7.33221700E-01
91,151337.119,7.343637e-01,2.160283e-05,+7.34333200E-01,+7.34379900E-01,+7.34378100E-01
92,160017.352,7.350060e-01,2.136919e-05,+7.34976100E-01,+7.35024600E-01,+7.35017400E-01
93,169195.456,7.360984e-01,2.795866e-05,+7.36130700E-01,+7.36102000E-01,+7.36062500E-01
94,178899.988,7.372261e-01,2.219465e-05,+7.37217100E-01,+7.37256600E-01,+7.37204500E-01
95,189161.142,7.379503e-01,1.501200e-05,+7.37942500E-01,+7.37937100E-01,+7.37971300E-01
96,200010.845,7.392115e-01,2.340432e-05,+7.39219300E-01,+7.39235400E-01,+7.39179700E-01
97,211482.853,7.404702e-01,1.496537e-05,+7.40449300E-01,+7.40483400E-01,+7.40478000E-01
98,223612.860,7.416135e-01,1.475134e-05,+7.41611100E-01,+7.41632600E-01,+7.41596700E-01
99,236438.607,7.426789e-01,1.543762e-05,+7.42679500E-01,+7.42659700E-01,+7.42697500E-01
100,250000.000,7.436761e-01,3.059426e-05,+7.43701200E-01,+7.43694000E-01,+7.43633000E-01
