index,frequency,average,std-dev,sample-1,sample-2,sample-3
86,114508.409,2.118130e-03,3.747959e-06,+2.11819000E-03,+2.11351000E-03,+2.12269000E-03
87,121076.260,1.753720e-03,3.084023e-06,+1.75078000E-03,+1.75798000E-03,+1.75240000E-03
88,128020.823,1.464390e-03,6.827884e-06,+1.46199000E-03,+1.45749000E-03,+1.47369000E-03
89,135363.704,1.250213e-03,6.855860e-06,+1.25651000E-03,+1.24068000E-03,+1.25345000E-03
90,143127.751,1.107290e-03,3.698648e-07,+1.10771000E-03,+1.10735000E-03,+1.10681000E-03
91,151337.119,9.876933e-04,6.840791e-06,+9.87150000E-04,+9.96330000E-04,+9.79600000E-04
92,160017.352,9.246567e-04,2.143892e-05,+8.95030000E-04,+9.45050000E-04,+9.33890000E-04
93,169195.456,8.913700e-04,7.553330e-06,+8.92690000E-04,+8.81530000E-04,+8.99890000E-04
94,178899.988,8.599433e-04,1.685089e-05,+8.77220000E-04,+8.65520000E-04,+8.37090000E-04
95,189161.142,8.285167e-04,9.863469e-06,+8.19820000E-04,+8.42310000E-04,+8.23420000E-04
96,200010.845,8.185033e-04,1.232088e-05,+8.28100000E-04,+8.01110000E-04,+8.26300000E-04
97,211482.853,8.152033e-04,6.130157e-06,+8.06870000E-04,+8.21440000E-04,+8.17300000E-04
98,223612.860,8.021833e-04,9.588932e-06,+8.10100000E-04,+7.88690000E-04,+8.07760000E-04
99,236438.607,8.014067e-04,1.074953e-05,+8.16580000E-04,+7.93010000E-04,+7.94630000E-04
100,250000.000,7.825167e-04,1.778561e-05,+7.57390000E-04,+7.96070000E-04,+7.94090000E-04
