index,frequency,average,std-dev,sample-1,sample-2,sample-3
59,38125.430,7.280023e-01,2.568194e-05,+7.28001700E-01,+7.28034000E-01,+7.27971100E-01
60,40595.423,7.277802e-01,2.245178e-05,+7.27811300E-01,+7.27759200E-01,+7.27770000E-01
61,43225.437,7.276431e-01,6.899431e-06,+7.27633600E-01,+7.27646100E-01,+7.27649700E-01
62,46025.840,7.279514e-01,2.853431e-05,+7.27990900E-01,+7.27924500E-01,+7.27938800E-01
63,49007.669,7.278574e-01,3.424042e-05,+7.27820300E-01,+7.27849000E-01,+7.27902900E-01
64,52182.678,7.277964e-01,1.952440e-05,+7.27823900E-01,+7.27784400E-01,+7.27780800E-01
65,55563.384,7.277455e-01,2.753983e-05,+7.27725100E-01,+7.27726900E-01,+7.27784400E-01
66,59163.112,7.277090e-01,1.251887e-05,+7.27692800E-01,+7.27710800E-01,+7.27723300E-01
67,62996.052,7.280502e-01,2.037062e-05,+7.28037600E-01,+7.28034000E-01,+7.28078900E-01
68,67077.313,7.280537e-01,1.412665e-05,+7.28060900E-01,+7.28066300E-01,+7.28034000E-01
69,71422.983,7.279693e-01,1.728243e-05,+7.27974700E-01,+7.27987300E-01,+7.27946000E-01
70,76050.190,7.285984e-01,2.838806e-05,+7.28617600E-01,+7.28619400E-01,+7.28558300E-01
71,80977.176,7.286667e-01,1.856562e-05,+7.28646300E-01,+7.28662500E-01,+7.28691200E-01
72,86223.362,7.287714e-01,2.375715e-05,+7.28737900E-01,+7.28790000E-01,+7.28786400E-01
73,91809.427,7.294496e-01,1.913537e-05,+7.29431000E-01,+7.29475900E-01,+7.29441800E-01
74,97757.390,7.295304e-01,1.717679e-05,+7.29538800E-01,+7.29506500E-01,+7.29546000E-01
75,104090.698,7.302983e-01,1.161905e-05,+7.30282200E-01,+7.30309100E-01,+7.30303700E-01
76,110834.316,7.305677e-01,2.669161e-05,+7.30530000E-01,+7.30587500E-01,+7.30585700E-01
77,118014.826,7.307790e-01,3.012186e-05,+7.30817300E-01,+7.30776000E-01,+7.30743700E-01
78,125660.531,7.316721e-01,1.198509e-05,+7.31688200E-01,+7.31659500E-01,+7.31668500E-01
79,133801.572,7.327028e-01,1.690332e-05,+7.32726100E-01,+7.32686600E-01,+7.32695600E-01
80,142470.038,7.332385e-01,4.489987e-06,+7.33232500E-01,+7.33243300E-01,+7.33239700E-01
81,151700.098,7.342883e-01,1.939593e-05,+7.34297300E-01,+7.34261400E-01,+7.34306300E-01
82,161528.137,7.354914e-01,1.469711e-06,+7.35493200E-01,+7.35491400E-01,+7.35489600E-01
83,171992.896,7.361810e-01,1.028787e-05,+7.36186400E-01,+7.36190000E-01,+7.36166600E-01
84,183135.624,7.373182e-01,1.833582e-05,+7.37341000E-01,+7.37296100E-01,+7.37317600E-01
85,195000.244,7.386770e-01,1.983941e-05,+7.38702100E-01,+7.38675200E-01,+7.38653600E-01
86,207633.526,7.400105e-01,8.565174e-06,+7.40014700E-01,+7.40018300E-01,+7.39998600E-01
87,221085.267,7.412471e-01,1.312564e-05,+7.41257300E-01,+7.41228600E-01,+7.41255500E-01
88,235408.492,7.424305e-01,1.042690e-05,+7.42419100E-01,+7.42428100E-01,+7.42444300E-01
89,250659.661,7.435689e-01,1.614689e-05,+7.43588100E-01,+7.43570100E-01,+7.43548600E-01
90,266898.892,7.443219e-01,3.362394e-05,+7.44369200E-01,+7.44293800E-01,+7.44302800E-01
91,284190.198,7.449103e-01,8.979974e-06,+7.44922300E-01,+7.44907900E-01,+7.44900700E-01
92,302601.738,7.451042e-01,8.581497e-06,+7.45096500E-01,+7.45116200E-01,+7.45100000E-01
93,322206.088,7.449977e-01,1.585188e-05,+7.44981500E-01,+7.44992300E-01,+7.45019200E-01
94,343080.524,7.438550e-01,8.935443e-06,+7.43857400E-01,+7.43843100E-01,+7.43864600E-01
95,365307.331,7.420336e-01,2.283598e-05,+7.42060000E-01,+7.42036600E-01,+7.42004300E-01
96,388974.124,7.395090e-01,7.359499e-06,+7.39510200E-01,+7.39499400E-01,+7.39517300E-01
97,414174.193,7.367688e-01,1.686541e-05,+7.36748400E-01,+7.36768200E-01,+7.36789700E-01
98,441006.873,7.324867e-01,2.127445e-05,+7.32512400E-01,+7.32460300E-01,+7.32487300E-01
99,469577.934,7.272948e-01,2.495921e-05,+7.27296000E-01,+7.27324700E-01,+7.27263600E-01
100,500000.000,7.208542e-01,1.571496e-05,+7.20876400E-01,+7.20844000E-01,+7.20842200E-01
