index,frequency,average,std-dev,sample-1,sample-2,sample-3
63,27608.899,7.286188e-01,2.302091e-05,+7.28587100E-01,+7.28641000E-01,+7.28628400E-01
64,29126.736,7.283465e-01,2.450474e-05,+7.28373500E-01,+7.28351900E-01,+7.28314200E-01
65,30728.018,7.286427e-01,2.741244e-05,+7.28606800E-01,+7.28648100E-01,+7.28673300E-01
66,32417.332,7.284506e-01,2.328438e-05,+7.28439800E-01,+7.28429000E-01,+7.28482900E-01
67,34199.519,7.282369e-01,1.417321e-05,+7.28244100E-01,+7.28249500E-01,+7.28217100E-01
68,36079.684,7.280657e-01,3.836570e-05,+7.28016000E-01,+7.28071700E-01,+7.28109400E-01
69,38063.214,7.279137e-01,1.531673e-05,+7.27926200E-01,+7.27922700E-01,+7.27892100E-01
70,40155.790,7.277239e-01,1.058500e-05,+7.27709000E-01,+7.27732300E-01,+7.27730500E-01
71,42363.410,7.276353e-01,2.170259e-05,+7.27647900E-01,+7.27604800E-01,+7.27653300E-01
72,44692.395,7.274953e-01,2.423638e-05,+7.27529400E-01,+7.27475500E-01,+7.27480900E-01
73,47149.421,7.279568e-01,1.199510e-05,+7.27960400E-01,+7.27940600E-01,+7.27969300E-01
74,49741.524,7.278167e-01,1.161904e-05,+7.27827500E-01,+7.27822100E-01,+7.27800600E-01
75,52476.132,7.277545e-01,9.751008e-06,+7.27757500E-01,+7.27741300E-01,+7.27764600E-01
76,55361.079,7.275863e-01,2.950732e-05,+7.27626400E-01,+7.27576100E-01,+7.27556300E-01
77,58404.629,7.274815e-01,3.909382e-05,+7.27427000E-01,+7.27500700E-01,+7.27516800E-01
78,61615.503,7.279460e-01,1.469693e-05,+7.27946000E-01,+7.27964000E-01,+7.27928000E-01
79,65002.899,7.277994e-01,1.352931e-05,+7.27789800E-01,+7.27818500E-01,+7.27789800E-01
80,68576.521,7.278059e-01,1.777533e-05,+7.27825700E-01,+7.27809500E-01,+7.27782600E-01
81,72346.609,7.276916e-01,1.712431e-05,+7.27673100E-01,+7.27687400E-01,+7.27714400E-01
82,76323.962,7.282998e-01,2.068918e-05,+7.28326700E-01,+7.28296200E-01,+7.28276400E-01
83,80519.975,7.283458e-01,1.885105e-05,+7.28319500E-01,+7.28355400E-01,+7.28362600E-01
84,84946.670,7.283548e-01,1.422962e-05,+7.28369800E-01,+7.28359000E-01,+7.28335700E-01
85,89616.729,7.289115e-01,9.785702e-06,+7.28919300E-01,+7.28917500E-01,+7.28897700E-01
86,94543.530,7.290432e-01,3.884451e-05,+7.29041400E-01,+7.28996500E-01,+7.29091600E-01
87,99741.189,7.293071e-01,4.176516e-05,+7.29262200E-01,+7.29296400E-01,+7.29362800E-01
88,105224.596,7.300823e-01,2.127445e-05,+7.30082900E-01,+7.30108000E-01,+7.30055900E-01
89,111009.462,7.303612e-01,2.860571e-05,+7.30325300E-01,+7.30363000E-01,+7.30395300E-01
90,117112.357,7.306940e-01,6.945492e-06,+7.30697000E-01,+7.30700600E-01,+7.30684400E-01
91,123550.768,7.315745e-01,5.503104e-05,+7.31643300E-01,+7.31571500E-01,+7.31508600E-01
92,130343.140,7.318714e-01,1.056419e-05,+7.31882100E-01,+7.31857000E-01,+7.31875000E-01
93,137508.931,7.328679e-01,2.037062e-05,+7.32880500E-01,+7.32884100E-01,+7.32839200E-01
94,145068.671,7.332618e-01,2.750648e-05,+7.33268400E-01,+7.33291700E-01,+7.33225300E-01
95,153044.018,7.341710e-01,3.015630e-05,+7.34189600E-01,+7.34128500E-01,+7.34195000E-01
96,161457.821,7.354190e-01,3.906311e-05,+7.35378300E-01,+7.35407000E-01,+7.35471700E-01
97,170334.184,7.360858e-01,3.007402e-05,+7.36049900E-01,+7.36123500E-01,+7.36084000E-01
98,179698.537,7.371991e-01,3.171508e-05,+7.37209900E-01,+7.37231400E-01,+7.37156000E-01
99,189577.708,7.378037e-01,1.321220e-05,+7.37788100E-01,+7.37802500E-01,+7.37820400E-01
100,200000.000,7.390181e-01,8.138920e-06,+7.39007400E-01,+7.39027100E-01,+7.39019900E-01
