index,frequency,average,std-dev,sample-1,sample-2,sample-3
87,99741.189,1.506610e-03,1.589717e-06,+1.50445000E-03,+1.50715000E-03,+1.50823000E-03
88,105224.596,1.255130e-03,3.905995e-06,+1.25255000E-03,+1.25219000E-03,+1.26065000E-03
89,111009.462,1.067943e-03,5.311047e-06,+1.06111000E-03,+1.06866000E-03,+1.07406000E-03
90,117112.357,9.340100e-04,1.651908e-06,+9.36230000E-04,+9.33530000E-04,+9.32270000E-04
91,123550.768,8.368500e-04,4.724405e-07,+8.37270000E-04,+8.37090000E-04,+8.36190000E-04
92,130343.140,7.626600e-04,1.872538e-06,+7.61520000E-04,+7.61160000E-04,+7.65300000E-04
93,137508.931,7.287167e-04,8.192046e-06,+7.20140000E-04,+7.26260000E-04,+7.39750000E-04
94,145068.671,6.998667e-04,4.540267e-06,+6.96390000E-04,+6.96930000E-04,+7.06280000E-04
95,153044.018,6.658667e-04,9.969959e-06,+6.69940000E-04,+6.52140000E-04,+6.75520000E-04
96,161457.821,6.553133e-04,5.304302e-06,+6.53930000E-04,+6.62390000E-04,+6.49620000E-04
97,170334.184,6.453567e-04,1.227140e-05,+6.60590000E-04,+6.30540000E-04,+6.44940000E-04
98,179698.537,6.407467e-04,8.535316e-06,+6.37930000E-04,+6.31990000E-04,+6.52320000E-04
99,189577.708,6.397333e-04,2.802503e-06,+6.41720000E-04,+6.41710000E-04,+6.35770000E-04
100,200000.000,6.316467e-04,5.590864e-06,+6.35610000E-04,+6.35590000E-04,+6.23740000E-04
