index,frequency,average,std-dev,sample-1,sample-2,sample-3
33,6935.374,1.520278e-01,5.564170e-06,+1.52032600E-01,+1.52020000E-01,+1.52030800E-01
34,7368.063,1.914472e-01,1.697053e-06,+1.91449600E-01,+1.91446000E-01,+1.91446000E-01
35,7827.747,2.392984e-01,7.636754e-06,+2.39293000E-01,+2.39309200E-01,+2.39293000E-01
36,8316.109,2.957700e-01,5.939694e-06,+2.95762200E-01,+2.95771200E-01,+2.95776600E-01
37,8834.941,3.597061e-01,3.698649e-06,+3.59705500E-01,+3.59701900E-01,+3.59710900E-01
38,9386.141,4.280194e-01,9.448809e-06,+4.28006200E-01,+4.28027800E-01,+4.28024200E-01
39,9971.730,4.959678e-01,1.384494e-05,+4.95948700E-01,+4.95981000E-01,+4.95973800E-01
40,10593.853,5.578011e-01,7.541887e-06,+5.57793300E-01,+5.57798700E-01,+5.57811300E-01
41,11254.789,6.093231e-01,1.281249e-05,+6.09330300E-01,+6.09305100E-01,+6.09333900E-01
42,11956.961,6.485055e-01,8.146306e-06,+6.48494700E-01,+6.48507300E-01,+6.48514400E-01
43,12702.940,6.760531e-01,1.251409e-05,+6.76067500E-01,+6.76054900E-01,+6.76037000E-01
44,13495.459,6.943585e-01,1.539747e-05,+6.94377000E-01,+6.94339300E-01,+6.94359100E-01
45,14337.423,7.058141e-01,3.888447e-06,+7.05819500E-01,+7.05810500E-01,+7.05812300E-01
46,15231.916,7.126247e-01,9.286664e-06,+7.12618100E-01,+7.12637800E-01,+7.12618100E-01
47,16182.215,7.169858e-01,2.137293e-05,+7.16958300E-01,+7.16988800E-01,+7.17010400E-01
48,17191.802,7.187120e-01,2.001805e-05,+7.18734200E-01,+7.18716200E-01,+7.18685700E-01
49,18264.376,7.191418e-01,1.550749e-05,+7.19149000E-01,+7.19120300E-01,+7.19156200E-01
50,19403.867,7.186114e-01,3.597567e-05,+7.18662300E-01,+7.18586900E-01,+7.18585100E-01
51,20614.448,7.172647e-01,3.413281e-05,+7.17283200E-01,+7.17216800E-01,+7.17294000E-01
52,21900.556,7.151547e-01,7.496810e-06,+7.15157100E-01,+7.15144600E-01,+7.15162500E-01
53,23266.903,7.122391e-01,2.156958e-05,+7.12262400E-01,+7.12244500E-01,+7.12210400E-01
54,24718.494,7.083077e-01,1.445276e-05,+7.08299300E-01,+7.08328000E-01,+7.08295700E-01
55,26260.649,7.028834e-01,1.923128e-05,+7.02879800E-01,+7.02861800E-01,+7.02908500E-01
56,27899.016,6.952509e-01,2.605929e-05,+6.95222800E-01,+6.95244300E-01,+6.95285600E-01
57,29639.599,6.842339e-01,2.033721e-05,+6.84261400E-01,+6.84227300E-01,+6.84212900E-01
58,31488.774,6.686291e-01,1.908094e-05,+6.68616500E-01,+6.68656100E-01,+6.68614800E-01
59,33453.317,6.457193e-01,2.408748e-05,+6.45685800E-01,+6.45730700E-01,+6.45741400E-01
60,35540.425,6.140018e-01,2.177067e-05,+6.13972500E-01,+6.14008400E-01,+6.14024600E-01
61,37757.746,5.719258e-01,3.088700e-05,+5.71965300E-01,+5.71889900E-01,+5.71922200E-01
62,40113.401,5.196801e-01,1.526441e-05,+5.19695000E-01,+5.19659100E-01,+5.19686100E-01
63,42616.024,4.594360e-01,4.489987e-06,+4.59437200E-01,+4.59430000E-01,+4.59440800E-01
64,45274.781,3.955806e-01,2.862171e-05,+3.95616000E-01,+3.95545900E-01,+3.95580000E-01
65,48099.415,3.323138e-01,2.328438e-05,+3.32292200E-01,+3.32303000E-01,+3.32346100E-01
66,51100.274,2.737701e-01,1.028019e-05,+2.73768900E-01,+2.73783200E-01,+2.73758100E-01
67,54288.352,2.222355e-01,8.777370e-06,+2.22235500E-01,+2.22224800E-01,+2.22246300E-01
68,57675.331,1.786078e-01,4.489989e-06,+1.78603000E-01,+1.78613800E-01,+1.78606600E-01
69,61273.619,1.426074e-01,4.489990e-06,+1.42601400E-01,+1.42608600E-01,+1.42612200E-01
70,65096.399,1.132592e-01,3.059412e-06,+1.13258000E-01,+1.13256200E-01,+1.13263400E-01
71,69157.677,8.993638e-02,6.320638e-06,+8.99438700E-02,+8.99368600E-02,+8.99284100E-02
72,73472.333,7.114310e-02,3.644121e-06,+7.11394400E-02,+7.11417800E-02,+7.11480700E-02
73,78056.175,5.628204e-02,2.508151e-06,+5.62785100E-02,+5.62840800E-02,+5.62835400E-02
74,82925.997,4.446491e-02,1.325443e-06,+4.44633500E-02,+4.44665900E-02,+4.44647900E-02
75,88099.640,3.512906e-02,2.283156e-06,+3.51299000E-02,+3.51259400E-02,+3.51313400E-02
76,93596.060,2.777716e-02,6.627217e-07,+2.77772200E-02,+2.77763200E-02,+2.77779400E-02
77,99435.395,2.195424e-02,1.835647e-06,+2.19549600E-02,+2.19560400E-02,+2.19517200E-02
78,105639.038,1.738110e-02,2.333067e-06,+1.73821800E-02,+1.73778600E-02,+1.73832600E-02
79,112229.718,1.376454e-02,1.651908e-06,+1.37623200E-02,+1.37650200E-02,+1.37662800E-02
80,119231.582,1.092542e-02,1.449966e-06,+1.09233800E-02,+1.09262600E-02,+1.09266200E-02
81,126670.283,8.681950e-03,2.894961e-06,+8.67799000E-03,+8.68483000E-03,+8.68303000E-03
82,134573.075,6.929267e-03,3.607329e-06,+6.93430000E-03,+6.92747000E-03,+6.92603000E-03
83,142968.911,5.545960e-03,3.485169e-06,+5.54986000E-03,+5.54140000E-03,+5.54662000E-03
84,151888.552,4.469863e-03,1.043987e-05,+4.47970000E-03,+4.45541000E-03,+4.47448000E-03
85,161364.679,3.647980e-03,2.504236e-06,+3.65116000E-03,+3.64504000E-03,+3.64774000E-03
86,171432.008,2.997553e-03,1.467522e-06,+2.99821000E-03,+2.99552000E-03,+2.99893000E-03
87,182127.424,2.460173e-03,4.936479e-06,+2.46311000E-03,+2.46419000E-03,+2.45322000E-03
88,193490.114,2.058937e-03,3.015669e-05,+2.08221000E-03,+2.07825000E-03,+2.01635000E-03
89,205561.707,1.795223e-03,1.052363e-05,+1.79432000E-03,+1.80854000E-03,+1.78281000E-03
90,218386.430,1.606953e-03,1.124294e-05,+1.59298000E-03,+1.60737000E-03,+1.62051000E-03
91,232011.271,1.498817e-03,8.850538e-06,+1.49168000E-03,+1.51129000E-03,+1.49348000E-03
92,246486.148,1.431763e-03,4.201288e-06,+1.43500000E-03,+1.43446000E-03,+1.42583000E-03
93,261864.093,1.379880e-03,2.499920e-06,+1.37868000E-03,+1.37760000E-03,+1.38336000E-03
94,278201.448,1.346537e-03,2.147283e-06,+1.34414000E-03,+1.34935000E-03,+1.34612000E-03
95,295558.069,1.327527e-03,1.251302e-05,+1.31895000E-03,+1.34522000E-03,+1.31841000E-03
96,313997.546,1.306113e-03,1.688114e-05,+1.28296000E-03,+1.31265000E-03,+1.32273000E-03
97,333587.438,1.313787e-03,1.131656e-05,+1.29825000E-03,+1.32488000E-03,+1.31823000E-03
98,354399.518,1.265027e-03,4.382369e-05,+1.20361000E-03,+1.28854000E-03,+1.30293000E-03
99,376510.036,1.291840e-03,5.610561e-06,+1.29700000E-03,+1.28404000E-03,+1.29448000E-03
100,400000.000,1.286317e-03,9.633173e-06,+1.27738000E-03,+1.29969000E-03,+1.28188000E-03
