index,frequency,average,std-dev,sample-1,sample-2,sample-3
58,26682.181,7.284824e-01,4.150962e-05,+7.28423700E-01,+7.28513500E-01,+7.28509900E-01
59,28264.594,7.282508e-01,8.944396e-06,+7.28253200E-01,+7.28260300E-01,+7.28238800E-01
60,29940.854,7.280615e-01,1.774718e-05,+7.28044800E-01,+7.28086100E-01,+7.28053700E-01
61,31716.526,7.283416e-01,1.649896e-06,+7.28339300E-01,+7.28342800E-01,+7.28342800E-01
62,33597.506,7.280783e-01,7.541887e-06,+7.28086100E-01,+7.28080700E-01,+7.28068100E-01
63,35590.039,7.279400e-01,2.275273e-05,+7.27931600E-01,+7.27917300E-01,+7.27971100E-01
64,37700.741,7.277611e-01,3.699958e-05,+7.27782600E-01,+7.27791600E-01,+7.27709000E-01
65,39936.621,7.275084e-01,8.311569e-06,+7.27516800E-01,+7.27511400E-01,+7.27497100E-01
66,42305.102,7.273379e-01,3.059441e-06,+7.27339100E-01,+7.27340900E-01,+7.27333700E-01
67,44814.047,7.272301e-01,1.668059e-05,+7.27224100E-01,+7.27213400E-01,+7.27252900E-01
68,47471.789,7.275240e-01,3.674897e-05,+7.27567100E-01,+7.27527600E-01,+7.27477300E-01
69,50287.150,7.274217e-01,1.398149e-05,+7.27437800E-01,+7.27403700E-01,+7.27423500E-01
70,53269.479,7.273911e-01,1.586324e-05,+7.27412700E-01,+7.27385700E-01,+7.27375000E-01
71,56428.678,7.273445e-01,5.044038e-06,+7.27351600E-01,+7.27340900E-01,+7.27340900E-01
72,59775.237,7.272445e-01,1.711614e-05,+7.27267200E-01,+7.27240300E-01,+7.27225900E-01
73,63320.266,7.276371e-01,2.498423e-06,+7.27638900E-01,+7.27638900E-01,+7.27633600E-01
74,67075.537,7.275462e-01,1.634143e-05,+7.27568900E-01,+7.27538400E-01,+7.27531200E-01
75,71053.518,7.275545e-01,7.730616e-06,+7.27558100E-01,+7.27543800E-01,+7.27561700E-01
76,75267.417,7.281453e-01,1.469673e-06,+7.28145300E-01,+7.28147100E-01,+7.28143500E-01
77,79731.225,7.281477e-01,4.942363e-05,+7.28091500E-01,+7.28139900E-01,+7.28211800E-01
78,84459.764,7.281740e-01,2.068918e-05,+7.28177600E-01,+7.28147100E-01,+7.28197400E-01
79,89468.734,7.288109e-01,1.997604e-05,+7.28838500E-01,+7.28802500E-01,+7.28791800E-01
80,94774.765,7.289773e-01,5.564172e-06,+7.28969500E-01,+7.28980300E-01,+7.28982100E-01
81,100395.476,7.291868e-01,2.717282e-05,+7.29212000E-01,+7.29199400E-01,+7.29149100E-01
82,106349.529,7.298788e-01,3.096335e-05,+7.29838700E-01,+7.29883500E-01,+7.29914100E-01
83,112656.693,7.301763e-01,2.115094e-05,+7.30205000E-01,+7.30169100E-01,+7.30154700E-01
84,119337.909,7.310304e-01,2.357545e-05,+7.31018400E-01,+7.31009400E-01,+7.31063300E-01
85,126415.362,7.314326e-01,2.858053e-05,+7.31397300E-01,+7.31433200E-01,+7.31467300E-01
86,133912.550,7.324759e-01,6.627215e-06,+7.32483700E-01,+7.32476500E-01,+7.32467500E-01
87,141854.366,7.329188e-01,1.028019e-05,+7.32930800E-01,+7.32920000E-01,+7.32905700E-01
88,150267.179,7.339460e-01,2.022974e-05,+7.33974100E-01,+7.33936400E-01,+7.33927400E-01
89,159178.922,7.344685e-01,2.547718e-05,+7.34503800E-01,+7.34444600E-01,+7.34457100E-01
90,168619.185,7.356225e-01,1.398150e-05,+7.35620700E-01,+7.35640500E-01,+7.35606400E-01
91,178619.312,7.368370e-01,1.529706e-05,+7.36831000E-01,+7.36858000E-01,+7.36822000E-01
92,189212.507,7.374021e-01,2.037062e-05,+7.37430800E-01,+7.37385900E-01,+7.37389500E-01
93,200433.942,7.386560e-01,1.856347e-05,+7.38673400E-01,+7.38664400E-01,+7.38630300E-01
94,212320.874,7.399351e-01,4.544640e-05,+7.39880100E-01,+7.39933900E-01,+7.39991400E-01
95,224912.773,7.412052e-01,5.156642e-05,+7.41264500E-01,+7.41212400E-01,+7.41138800E-01
96,238251.447,7.422970e-01,4.084575e-05,+7.42239600E-01,+7.42320400E-01,+7.42331100E-01
97,252381.184,7.433565e-01,1.268079e-05,+7.43347500E-01,+7.43374400E-01,+7.43347500E-01
98,267348.900,7.442034e-01,3.082867e-05,+7.44164500E-01,+7.44205800E-01,+7.44239900E-01
99,283204.290,7.448241e-01,2.622454e-05,+7.44859400E-01,+7.44796600E-01,+7.44816300E-01
100,300000.000,7.450300e-01,3.888461e-06,+7.45033600E-01,+7.45031800E-01,+7.45024600E-01
