index,frequency,average,std-dev,sample-1,sample-2,sample-3
51,17826.716,7.089398e-01,6.899447e-06,+7.08933200E-01,+7.08936800E-01,+7.08949300E-01
52,18883.947,7.057589e-01,2.913902e-05,+7.05770900E-01,+7.05787100E-01,+7.05718800E-01
53,20003.878,7.004759e-01,1.042689e-05,+7.00473500E-01,+7.00464500E-01,+7.00489700E-01
54,21190.228,6.925944e-01,8.611627e-06,+6.92586600E-01,+6.92590200E-01,+6.92606400E-01
55,22446.935,6.811452e-01,6.627223e-06,+6.81136800E-01,+6.81145800E-01,+6.81153000E-01
56,23778.173,6.649005e-01,1.496537e-05,+6.64879600E-01,+6.64913700E-01,+6.64908300E-01
57,25188.361,6.421654e-01,1.192318e-05,+6.42155200E-01,+6.42158800E-01,+6.42182100E-01
58,26682.181,6.113308e-01,7.348463e-06,+6.11330800E-01,+6.11321800E-01,+6.11339800E-01
59,28264.594,5.712362e-01,3.447966e-05,+5.71277500E-01,+5.71238000E-01,+5.71193100E-01
60,29940.854,5.384093e-01,2.321340e-02,+5.71238000E-01,+5.21972500E-01,+5.22017400E-01
61,31716.526,4.656647e-01,1.491576e-05,+4.65661100E-01,+4.65684500E-01,+4.65648500E-01
62,33597.506,4.049697e-01,2.258057e-05,+4.04939200E-01,+4.04976900E-01,+4.04993100E-01
63,35590.039,3.444326e-01,1.141578e-05,+3.44417000E-01,+3.44444000E-01,+3.44436800E-01
64,37700.741,2.875357e-01,8.858893e-06,+2.87524300E-01,+2.87545900E-01,+2.87536900E-01
65,39936.621,2.365569e-01,8.935448e-06,+2.36568800E-01,+2.36547300E-01,+2.36554500E-01
66,42305.102,1.926210e-01,4.409081e-06,+1.92615600E-01,+1.92626400E-01,+1.92621000E-01
67,44814.047,1.556864e-01,1.697057e-06,+1.55687600E-01,+1.55684000E-01,+1.55687600E-01
68,47471.789,1.252959e-01,6.627216e-06,+1.25304300E-01,+1.25288100E-01,+1.25295300E-01
69,50287.150,1.006021e-01,7.521819e-06,+1.00611840E-01,+1.00601060E-01,+1.00593510E-01
70,53269.479,8.048930e-02,2.750204e-06,+8.04930800E-02,+8.04882200E-02,+8.04866100E-02
71,56428.678,6.432142e-02,2.915548e-06,+6.43173400E-02,+6.43229200E-02,+6.43239900E-02
72,59775.237,5.136907e-02,1.063203e-06,+5.13697300E-02,+5.13699100E-02,+5.13675700E-02
73,63320.266,4.102938e-02,1.365577e-06,+4.10312400E-02,+4.10280000E-02,+4.10289000E-02
74,67075.537,3.274449e-02,9.738694e-07,+3.27431200E-02,+3.27452700E-02,+3.27450900E-02
75,71053.518,2.612963e-02,1.618889e-06,+2.61315500E-02,+2.61275900E-02,+2.61297500E-02
76,75267.417,2.087220e-02,1.553326e-06,+2.08701700E-02,+2.08725000E-02,+2.08739400E-02
77,79731.225,1.666463e-02,5.299057e-07,+1.66644500E-02,+1.66640900E-02,+1.66653500E-02
78,84459.764,1.331463e-02,1.412232e-06,+1.33161900E-02,+1.33127700E-02,+1.33149300E-02
79,89468.734,1.065341e-02,8.485280e-08,+1.06535300E-02,+1.06533500E-02,+1.06533500E-02
80,94774.765,8.520993e-03,1.844999e-06,+8.52309000E-03,+8.52129000E-03,+8.51860000E-03
81,100395.476,6.835170e-03,9.178235e-07,+6.83553000E-03,+6.83391000E-03,+6.83607000E-03
82,106349.529,5.497020e-03,2.259380e-06,+5.49570000E-03,+5.50020000E-03,+5.49516000E-03
83,112656.693,4.432140e-03,1.585181e-06,+4.43076000E-03,+4.43130000E-03,+4.43436000E-03
84,119337.909,3.593643e-03,1.767943e-06,+3.59592000E-03,+3.59161000E-03,+3.59340000E-03
85,126415.362,2.929963e-03,3.972760e-06,+2.93416000E-03,+2.93110000E-03,+2.92463000E-03
86,133912.550,2.402840e-03,3.590989e-06,+2.40482000E-03,+2.39780000E-03,+2.40590000E-03
87,141854.366,2.003580e-03,2.792418e-06,+2.00448000E-03,+1.99980000E-03,+2.00646000E-03
88,150267.179,1.677010e-03,7.776889e-07,+1.67737000E-03,+1.67773000E-03,+1.67593000E-03
89,159178.922,1.433080e-03,2.038235e-06,+1.43032000E-03,+1.43518000E-03,+1.43374000E-03
90,168619.185,1.271983e-03,4.265773e-06,+1.27162000E-03,+1.26695000E-03,+1.27738000E-03
91,178619.312,1.167507e-03,2.662484e-06,+1.16511000E-03,+1.16619000E-03,+1.17122000E-03
92,189212.507,1.075437e-03,2.325186e-05,+1.09097000E-03,+1.09277000E-03,+1.04257000E-03
93,200433.942,1.049470e-03,2.638636e-06,+1.04581000E-03,+1.05193000E-03,+1.05067000E-03
94,212320.874,1.015583e-03,8.931877e-06,+1.00407000E-03,+1.02584000E-03,+1.01684000E-03
95,224912.773,9.921900e-04,3.309260e-06,+9.96870000E-04,+9.89850000E-04,+9.89850000E-04
96,238251.447,9.746833e-04,1.115561e-05,+9.82840000E-04,+9.58910000E-04,+9.82300000E-04
97,252381.184,9.726967e-04,1.223307e-05,+9.60700000E-04,+9.89490000E-04,+9.67900000E-04
98,267348.900,9.597433e-04,1.779032e-05,+9.34610000E-04,+9.71320000E-04,+9.73300000E-04
99,283204.290,9.587267e-04,1.102200e-05,+9.74020000E-04,+9.53690000E-04,+9.48470000E-04
100,300000.000,9.629800e-04,2.334609e-06,+9.61240000E-04,+9.66280000E-04,+9.61420000E-04
