index,frequency,average,std-dev,sample-1,sample-2,sample-3
49,17119.360,7.160574e-01,4.110483e-05,+7.16108900E-01,+7.16055000E-01,+7.16008300E-01
50,18162.900,7.158239e-01,2.106471e-05,+7.15794600E-01,+7.15843100E-01,+7.15834100E-01
51,19270.050,7.143856e-01,1.220501e-05,+7.14390400E-01,+7.14397500E-01,+7.14368800E-01
52,20444.689,7.118428e-01,2.846405e-05,+7.11860200E-01,+7.11865600E-01,+7.11802700E-01
53,21690.930,7.079450e-01,1.445276e-05,+7.07933000E-01,+7.07965300E-01,+7.07936600E-01
54,23013.137,7.025302e-01,1.914895e-05,+7.02556600E-01,+7.02522400E-01,+7.02511700E-01
55,24415.942,6.949157e-01,5.299055e-06,+6.94908500E-01,+6.94917500E-01,+6.94921100E-01
56,25904.257,6.839688e-01,1.972719e-05,+6.83995700E-01,+6.83961600E-01,+6.83949000E-01
57,27483.295,6.683850e-01,2.170259e-05,+6.68415500E-01,+6.68372400E-01,+6.68367000E-01
58,29158.585,6.462970e-01,1.000400e-05,+6.46287400E-01,+6.46292800E-01,+6.46310800E-01
59,30935.996,6.162994e-01,1.184239e-05,+6.16301800E-01,+6.16312500E-01,+6.16283800E-01
60,32821.752,5.761542e-01,2.375715e-05,+5.76139200E-01,+5.76187700E-01,+5.76135600E-01
61,34822.458,5.261238e-01,1.437784e-05,+5.26134000E-01,+5.26103500E-01,+5.26134000E-01
62,36945.120,4.681740e-01,1.442922e-05,+4.68179400E-01,+4.68188400E-01,+4.68154300E-01
63,39197.172,4.058895e-01,1.777195e-05,+4.05914600E-01,+4.05876900E-01,+4.05876900E-01
64,41586.502,3.436589e-01,1.552296e-05,+3.43637300E-01,+3.43673200E-01,+3.43666100E-01
65,44121.478,2.853551e-01,5.161393e-06,+2.85348500E-01,+2.85355700E-01,+2.85361100E-01
66,46810.977,2.335903e-01,9.785704e-06,+2.33600500E-01,+2.33593300E-01,+2.33577100E-01
67,49664.419,1.890146e-01,5.299056e-06,+1.89009200E-01,+1.89021800E-01,+1.89012800E-01
68,52691.798,1.518066e-01,1.112834e-05,+1.51800600E-01,+1.51822200E-01,+1.51797000E-01
69,55903.716,1.213219e-01,2.939388e-06,+1.21321900E-01,+1.21325500E-01,+1.21318300E-01
70,59311.422,9.685604e-02,8.151847e-06,+9.68635900E-02,+9.68447200E-02,+9.68598100E-02
71,62926.850,7.709285e-02,2.629833e-06,+7.70948900E-02,+7.70891400E-02,+7.70945300E-02
72,66762.662,6.124117e-02,1.280634e-06,+6.12429100E-02,+6.12398600E-02,+6.12407500E-02
73,70832.294,4.862399e-02,3.956466e-06,+4.86197300E-02,+4.86229700E-02,+4.86292600E-02
74,75149.996,3.863470e-02,1.365577e-06,+3.86342200E-02,+3.86365600E-02,+3.86333200E-02
75,79730.891,3.066229e-02,2.861542e-06,+3.06598300E-02,+3.06607300E-02,+3.06663000E-02
76,84591.023,2.433775e-02,8.094443e-07,+2.43378100E-02,+2.43387100E-02,+2.43367300E-02
77,89747.412,1.934328e-02,1.501199e-06,+1.93419600E-02,+1.93425000E-02,+1.93453800E-02
78,95218.117,1.537431e-02,1.346997e-06,+1.53739500E-02,+1.53728700E-02,+1.53761100E-02
79,101022.299,1.222698e-02,2.353041e-06,+1.22271000E-02,+1.22298000E-02,+1.22240400E-02
80,107180.284,9.741720e-03,3.394113e-06,+9.74412000E-03,+9.73692000E-03,+9.74412000E-03
81,113713.640,7.775090e-03,9.785704e-07,+7.77377000E-03,+7.77539000E-03,+7.77611000E-03
82,120645.247,6.223580e-03,1.317270e-06,+6.22274000E-03,+6.22256000E-03,+6.22544000E-03
83,127999.383,4.996250e-03,3.752759e-06,+5.00129000E-03,+4.99229000E-03,+4.99517000E-03
84,135801.802,4.041230e-03,3.054701e-06,+4.04339000E-03,+4.03691000E-03,+4.04339000E-03
85,144079.831,3.281357e-03,1.500763e-05,+3.29059000E-03,+3.29329000E-03,+3.26019000E-03
86,152862.461,2.711950e-03,3.656556e-06,+2.70799000E-03,+2.71681000E-03,+2.71105000E-03
87,162180.451,2.253800e-03,4.250271e-06,+2.24792000E-03,+2.25566000E-03,+2.25782000E-03
88,172066.435,1.879310e-03,3.320120e-06,+1.87547000E-03,+1.88357000E-03,+1.87889000E-03
89,182555.036,1.585363e-03,1.943158e-05,+1.59856000E-03,+1.55789000E-03,+1.59964000E-03
90,193682.987,1.406630e-03,2.241121e-05,+1.37616000E-03,+1.42942000E-03,+1.41431000E-03
91,205489.261,1.291960e-03,4.122459e-05,+1.32129000E-03,+1.23366000E-03,+1.32093000E-03
92,218015.207,1.250513e-03,1.017245e-05,+1.26353000E-03,+1.23870000E-03,+1.24931000E-03
93,231304.693,1.203373e-03,9.672002e-06,+1.21585000E-03,+1.19228000E-03,+1.20199000E-03
94,245404.263,1.172363e-03,1.497637e-05,+1.15143000E-03,+1.18562000E-03,+1.18004000E-03
95,260363.295,1.155030e-03,4.584408e-06,+1.16151000E-03,+1.15197000E-03,+1.15161000E-03
96,276234.181,1.139197e-03,2.443117e-06,+1.14046000E-03,+1.13578000E-03,+1.14135000E-03
97,293072.503,1.124743e-03,1.570753e-05,+1.13362000E-03,+1.13794000E-03,+1.10267000E-03
98,310937.234,1.128760e-03,5.218965e-06,+1.12894000E-03,+1.12228000E-03,+1.13506000E-03
99,329890.939,1.129120e-03,9.669871e-06,+1.13182000E-03,+1.13938000E-03,+1.11616000E-03
100,350000.000,1.080480e-03,3.394014e-05,+1.11958000E-03,+1.03682000E-03,+1.08504000E-03
