index,frequency,average,std-dev,sample-1,sample-2,sample-3
35,6169.539,9.591134e-02,7.864614e-06,+9.59176900E-02,+9.59160800E-02,+9.59002600E-02
36,6508.718,1.183571e-01,8.629314e-06,+1.18368490E-01,+1.18355010E-01,+1.18347650E-01
37,6866.544,1.461101e-01,3.676740e-04,+1.46614400E-01,+1.45967500E-01,+1.45748300E-01
38,7244.041,1.786595e-01,7.541883e-06,+1.78669700E-01,+1.78657100E-01,+1.78651700E-01
39,7642.292,2.179952e-01,3.888446e-06,+2.17991600E-01,+2.18000600E-01,+2.17993400E-01
40,8062.438,2.640009e-01,7.249826e-06,+2.63994900E-01,+2.63996700E-01,+2.64011100E-01
41,8505.681,3.163317e-01,5.299055e-06,+3.16338900E-01,+3.16329900E-01,+3.16326300E-01
42,8973.292,3.736292e-01,1.317270e-05,+3.73619000E-01,+3.73620800E-01,+3.73647800E-01
43,9466.611,4.333029e-01,1.582284e-05,+4.33325100E-01,+4.33294500E-01,+4.33289200E-01
44,9987.051,4.916612e-01,1.544157e-05,+4.91679200E-01,+4.91663000E-01,+4.91641500E-01
45,10536.103,5.448008e-01,3.372131e-05,+5.44842100E-01,+5.44800800E-01,+5.44759500E-01
46,11115.339,5.895398e-01,4.831579e-05,+5.89603800E-01,+5.89528400E-01,+5.89487100E-01
47,11726.420,6.242835e-01,3.100262e-05,+6.24239800E-01,+6.24302700E-01,+6.24308100E-01
48,12371.096,6.488748e-01,1.767491e-05,+6.48895200E-01,+6.48877200E-01,+6.48852100E-01
49,13051.214,6.641866e-01,4.268031e-05,+6.64206300E-01,+6.64226100E-01,+6.64127300E-01
50,13768.722,6.714146e-01,4.368335e-06,+6.71419900E-01,+6.71414600E-01,+6.71409200E-01
51,14525.676,6.715493e-01,2.595770e-05,+6.71583400E-01,+6.71543900E-01,+6.71520500E-01
52,15324.245,6.649341e-01,2.269116e-05,+6.64913800E-01,+6.64922800E-01,+6.64965800E-01
53,16166.716,6.519773e-01,3.477250e-05,+6.52012600E-01,+6.51989300E-01,+6.51930000E-01
54,17055.503,6.309646e-01,2.022974e-05,+6.30974200E-01,+6.30983200E-01,+6.30936500E-01
55,17993.153,6.016538e-01,1.526441e-05,+6.01632800E-01,+6.01659800E-01,+6.01668700E-01
56,18982.351,5.634967e-01,8.054949e-06,+5.63486500E-01,+5.63497300E-01,+5.63506200E-01
57,20025.931,5.171572e-01,1.166534e-05,+5.17162600E-01,+5.17141000E-01,+5.17168000E-01
58,21126.884,4.643751e-01,1.303082e-05,+4.64357100E-01,+4.64387600E-01,+4.64380500E-01
59,22288.363,4.081230e-01,1.060576e-05,+4.08108000E-01,+4.08129600E-01,+4.08131300E-01
60,23513.696,3.516971e-01,1.249960e-05,+3.51691100E-01,+3.51685700E-01,+3.51714500E-01
61,24806.394,2.980785e-01,1.103087e-05,+2.98092300E-01,+2.98065300E-01,+2.98077900E-01
62,26170.159,2.492997e-01,5.161395e-06,+2.49306300E-01,+2.49293700E-01,+2.49299100E-01
63,27608.899,2.064375e-01,6.406247e-06,+2.06442900E-01,+2.06428500E-01,+2.06441100E-01
64,29126.736,1.697133e-01,5.253781e-06,+1.69718700E-01,+1.69715100E-01,+1.69706200E-01
65,30728.018,1.389090e-01,4.242641e-06,+1.38912000E-01,+1.38912000E-01,+1.38903000E-01
66,32417.332,1.132239e-01,3.888445e-06,+1.13218500E-01,+1.13225700E-01,+1.13227500E-01
67,34199.519,9.219962e-02,3.925464e-06,+9.22047700E-02,+9.21952500E-02,+9.21988400E-02
68,36079.684,7.486652e-02,2.900004e-06,+7.48633500E-02,+7.48703600E-02,+7.48658600E-02
69,38063.214,6.074272e-02,1.365577e-06,+6.07408000E-02,+6.07438600E-02,+6.07435000E-02
70,40155.790,4.925340e-02,1.109965e-06,+4.92528000E-02,+4.92524500E-02,+4.92549600E-02
71,42363.410,3.991372e-02,1.995395e-06,+3.99124000E-02,+3.99122200E-02,+3.99165400E-02
72,44692.395,3.233710e-02,1.357645e-06,+3.23390200E-02,+3.23361400E-02,+3.23361400E-02
73,47149.421,2.621476e-02,1.103087e-06,+2.62160800E-02,+2.62148200E-02,+2.62133800E-02
74,49741.524,2.123530e-02,3.888443e-07,+2.12356600E-02,+2.12354800E-02,+2.12347600E-02
75,52476.132,1.720638e-02,1.083328e-06,+1.72078800E-02,+1.72053600E-02,+1.72059000E-02
76,55361.079,1.394173e-02,4.489989e-07,+1.39418500E-02,+1.39411300E-02,+1.39422100E-02
77,58404.629,1.129997e-02,3.698649e-07,+1.13004500E-02,+1.12999100E-02,+1.12995500E-02
78,61615.503,9.169320e-03,6.406247e-07,+9.16878000E-03,+9.16896000E-03,+9.17022000E-03
79,65002.899,7.437700e-03,6.406247e-07,+7.43860000E-03,+7.43734000E-03,+7.43716000E-03
80,68576.521,6.037310e-03,4.724405e-07,+6.03689000E-03,+6.03797000E-03,+6.03707000E-03
81,72346.609,4.907070e-03,5.161395e-07,+4.90647000E-03,+4.90773000E-03,+4.90701000E-03
82,76323.962,3.995350e-03,3.888444e-07,+3.99517000E-03,+3.99589000E-03,+3.99499000E-03
83,80519.975,3.260190e-03,3.888444e-07,+3.25983000E-03,+3.26073000E-03,+3.26001000E-03
84,84946.670,2.668590e-03,6.406247e-07,+2.66769000E-03,+2.66913000E-03,+2.66895000E-03
85,89616.729,2.196820e-03,2.697999e-06,+2.19538000E-03,+2.20060000E-03,+2.19448000E-03
86,94543.530,1.803497e-03,6.360945e-06,+1.81249000E-03,+1.79918000E-03,+1.79882000E-03
87,99741.189,1.500140e-03,1.166533e-06,+1.49852000E-03,+1.50122000E-03,+1.50068000E-03
88,105224.596,1.248233e-03,5.239048e-06,+1.24086000E-03,+1.25255000E-03,+1.25129000E-03
89,111009.462,1.065423e-03,3.356430e-06,+1.06075000E-03,+1.06704000E-03,+1.06848000E-03
90,117112.357,9.245967e-04,7.562170e-06,+9.13920000E-04,+9.30470000E-04,+9.29400000E-04
91,123550.768,8.114200e-04,4.868511e-06,+8.17660000E-04,+8.05780000E-04,+8.10820000E-04
92,130343.140,7.449067e-04,1.406872e-05,+7.31110000E-04,+7.39390000E-04,+7.64220000E-04
93,137508.931,7.034633e-04,1.700876e-05,+7.22300000E-04,+7.07000000E-04,+6.81090000E-04
94,145068.671,6.728800e-04,1.377298e-05,+6.77140000E-04,+6.87210000E-04,+6.54290000E-04
95,153044.018,6.708433e-04,7.738218e-06,+6.69940000E-04,+6.61850000E-04,+6.80740000E-04
96,161457.821,6.534567e-04,3.139430e-06,+6.49260000E-04,+6.54300000E-04,+6.56810000E-04
97,170334.184,6.430200e-04,5.987693e-06,+6.44040000E-04,+6.35230000E-04,+6.49790000E-04
98,179698.537,6.443467e-04,2.592686e-06,+6.42250000E-04,+6.48000000E-04,+6.42790000E-04
99,189577.708,6.312267e-04,1.893169e-06,+6.29300000E-04,+6.33800000E-04,+6.30580000E-04
100,200000.000,6.270333e-04,8.277879e-06,+6.35060000E-04,+6.15640000E-04,+6.30400000E-04
