source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val,lum_val,radius_val
5926450210131057280,258.7613761660686,0.8686088466276576,-49.14205956370957,1.03785022262103,100.12281011049339,1.5842578447259628,19.67516,1.2730904,,,NOT_AVAILABLE,,,,
4310587409174093696,285.3042291655401,1.0846296960678852,8.897588511506976,1.3491280124085139,100.23537188960785,2.0394868028684696,20.679443,1.5024853,,,NOT_AVAILABLE,,,,
102162639019033600,38.405129306924245,0.09382105389530648,24.92422567738258,0.06166921460983196,100.28345181005093,0.10607582087138782,11.539992,2.976964,,,NOT_AVAILABLE,3542.2349,0.108,,
1618010323247026560,217.65055839657532,0.07341576505933499,59.72425208081953,0.06518781536726563,100.2929627748589,0.07929616826807774,14.8669815,4.8266516,,,NOT_AVAILABLE,3347.0,,,
2102125567838768384,287.926678598095,0.5850203482527747,40.644744764666555,0.5988941312389509,100.3025667159543,0.6188857284570158,18.705324,,,,NOT_AVAILABLE,,,,
527956488339113600,8.142228910872236,0.055907356131167985,67.2333130462461,0.05536411757496441,100.40536402450441,0.0701298323177348,11.099288,2.6245546,,,NOT_AVAILABLE,3504.635,0.103,,
4050831944723478528,272.03185585744,1.034682996333017,-28.341367525265717,1.2593224311850246,100.42193680676196,1.5711514573015304,19.564144,,,,NOT_AVAILABLE,,,,
3243715604392800512,57.6826095476262,0.08219261400976487,-6.100800626721694,0.0591808340463821,100.55992417936527,0.105048489496267,11.456071,2.8190699,,,NOT_AVAILABLE,3589.0,0.015,,
478823780455331968,71.22644569109687,0.2857007820375527,63.40278516084304,0.2207997126970564,100.5826048410471,0.7407067011570295,18.254353,1.699482,,,NOT_AVAILABLE,,,,
6109610086872510592,210.96255277258084,0.10693645605414431,-42.6993066973693,0.08424080137802616,100.61485253632038,0.11893525620894477,11.707547,2.9204645,,,NOT_AVAILABLE,3304.0,0.2745,,
1187851653287128576,223.62306823918445,0.043064929918314274,16.10054736482377,0.043018331456315895,100.681067272193,0.05279746579259653,9.125617,2.291028,-7.999864477807584,0.17015202689510817,NOT_AVAILABLE,3806.335,0.2287,,
4535928365908541440,280.29319733184315,0.046575924088790514,24.789026782880168,0.058354332864489614,100.68301086475806,0.07079689583988955,12.957436,3.5720034,,,NOT_AVAILABLE,3441.0,0.062,,
4535928365908540416,280.2930563710574,0.032060234988638664,24.78771629927903,0.041951170590699555,100.72340027254124,0.04931181532181578,10.722715,3.1077967,,,NOT_AVAILABLE,3311.0,,,
4050802360974015232,271.5303954371818,0.9957965479147346,-28.550173583259255,0.8506273464045312,100.73763475524817,1.4506094982215303,19.130388,,,,NOT_AVAILABLE,,,,
272855565762295680,69.42271403538027,0.12913174131928012,52.89156892007314,0.0742170901379515,100.7796606034136,0.06397914102640422,7.949504,1.8050041,33.74757780312413,0.15221651843893952,NOT_AVAILABLE,4046.5198,0.3403,0.07858279,0.5703652
4256892552696750976,279.73535390560124,2.1374620078439395,-4.626688362539803,1.2314677724839769,100.79595514427315,2.3457917600109432,20.240345,,,,NOT_AVAILABLE,,,,
