source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val,lum_val,radius_val
1213916950812872192,231.5573541319043,1.4192238665049086,20.726353416859865,0.77660947163052,50.00019778524733,1.484577840190497,20.702248,3.3059711,,,NOT_AVAILABLE,,,,
6277615871616087040,214.3712885378121,0.5717333770723354,-21.094237731275097,0.7004308874464927,50.00630547082087,0.8650395631539287,18.948711,2.1916046,,,NOT_AVAILABLE,,,,
2940211607277084672,97.50747944532775,0.2564936309489466,-18.672921414291118,0.34646713712320326,50.00863100383097,0.4471824792506897,17.258026,4.8651924,,,NOT_AVAILABLE,,,,
6734860911776211456,277.87158810930504,1.1276207704226402,-34.728962478207634,1.3025098104851407,50.01129317994813,1.8456698301540382,19.776623,0.9440136,,,NOT_AVAILABLE,,,,
3566338949070993536,169.27519447022306,0.05938012346628611,-11.374338540852346,0.040977349276677844,50.01588327187635,0.06653665367151541,12.466857,2.7574368,,,NOT_AVAILABLE,4076.08,0.0067,,
6526909899623917056,349.44791482728726,0.7334217172276003,-48.647011184500855,0.5938225144724715,50.02123738896106,1.265573433271181,20.613075,2.244711,,,NOT_AVAILABLE,,,,
4116109533358012288,257.74730884095703,0.8879963346602882,-20.547442072000543,1.3602014271562533,50.02522730342493,1.8563708545234607,19.155859,1.1875439,,,NOT_AVAILABLE,,,,
1858469118208383104,314.3486702187655,0.025693857577208646,29.869498863956352,0.03669819205233817,50.03275608758494,0.04798053812735611,12.778846,2.9106445,,,NOT_AVAILABLE,3802.9302,0.339,,
4119945836887057152,266.4569660924018,1.2013975357974713,-18.980880188669968,1.287369529500409,50.03280431335774,1.697291670677412,19.671131,,,,NOT_AVAILABLE,,,,
4359809585500446720,258.416714658565,0.25828548446745325,-8.422540605900055,0.22013477933221226,50.03446515292732,0.31280948393776903,10.861935,2.5698042,,,NOT_AVAILABLE,3636.0066,,,
2451701339832959232,22.62387440071517,0.038644548144970675,-16.405429674374275,0.028981942433274958,50.03580186997558,0.04921493351225582,12.676616,2.6267624,,,NOT_AVAILABLE,3875.065,0.172,,
3375625461782073984,96.64198343218813,0.08511219509304942,20.537179651315366,0.09880807212684443,50.036949448105375,0.12600537454741184,13.460741,2.9671526,,,NOT_AVAILABLE,3434.0,0.34,,
1502523188143833088,209.1700696279776,0.3944755795638535,43.71660553015417,0.40392915500539595,50.04068097179109,0.6125029751518292,15.843331,4.541651,,,NOT_AVAILABLE,3296.0,,,
5926008515695650432,256.9120591461451,1.9796458292965133,-50.95395141406586,1.9978835793482381,50.04074112099875,2.4501535961121723,20.280321,,,,NOT_AVAILABLE,,,,
3000693955213325952,94.94105082882032,0.5750740042624478,-12.19081931008545,0.8411548911956561,50.04158997706284,1.022786915156933,18.733006,1.4000092,,,NOT_AVAILABLE,,,,
4040313840340514048,268.33773868186813,1.3262401768743408,-36.86985224245901,1.1217930981435082,50.04997766717412,1.482390146976854,19.844028,0.9537983,,,NOT_AVAILABLE,,,,
5930548570977286144,249.55905845674235,1.9251303908417294,-53.99921201919108,1.2346704653880665,50.059169916111486,2.8681242721901112,20.478107,1.7875786,,,NOT_AVAILABLE,,,,
