phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax
20.259563,,,130.8259663089015
20.312,,,131.12899798471648
12.31339,14.475667,10.954593,131.1989788492917
8.206207,9.28459,7.1957545,131.24280752751795
19.713966,20.20578,18.529566,131.3037144059411
19.826908,,,131.32579322713804
20.40181,20.528915,18.822617,131.4359310586064
6.069085,6.698067,5.3720946,131.43796972495775
20.594034,,,131.4736748582231
19.962551,19.804375,17.572407,131.48993211754046
4.969711,5.463626,4.4534464,131.49034290979608
18.733824,18.90954,17.239033,131.6255638421826
20.30501,,,131.84417568794797
20.037483,,,131.884319302295
20.020151,,,131.9261567485305
19.646826,18.804005,17.569191,131.99439955815035
20.403137,19.601336,18.445724,132.35370021604328
13.788234,14.251359,13.114907,132.76924086534268
20.408493,,,132.78179902941028
18.68694,18.777605,17.087032,132.96736894291777
19.589254,,,133.05416490199622
19.57745,,,133.13465199872837
19.570862,,,133.36481786996
20.31997,20.180225,18.607208,133.56117328327048
20.458416,22.489122,18.903072,133.57595197251064
20.3332,19.956009,18.185915,133.5860084363639
20.232073,,,133.74681454047635
20.262003,,,133.74780711401286
11.466528,13.368598,10.188045,133.81133781197659
19.63979,,,133.82198036167588
20.546827,,,134.0020279620493
10.483171,12.299848,9.224438,134.08312552094247
19.893091,,,134.1410990405682
19.994371,,,134.15490458509964
5.4415445,5.9563203,4.846239,134.49901992997988
20.58124,20.473528,18.559443,134.52355589421649
18.86065,,,134.57952347875136
10.447698,12.10254,9.22132,134.59708293645355
19.780823,,,134.60197817779817
19.732735,19.700455,17.446629,134.75664437866874
19.990017,,,135.00360291974422
19.747179,,,135.1212879658358
17.96878,20.961243,16.280985,135.23324819455013
19.225838,,,135.39792289163555
19.914326,,,135.78003078864836
20.418564,20.437334,18.059189,135.78928837514087
19.890882,19.502958,18.527855,135.8381992322354
19.07982,18.754774,17.558592,136.2649210572041
20.712574,,,136.48764485890447
19.239851,,,136.50587122737036
19.444529,,,136.52462388694494
19.23097,,,136.60924576731406
20.201569,,,136.63366395718333
19.62581,,,136.89978988216205
20.689264,19.839432,19.18623,136.91890367970157
19.56481,21.099699,17.626677,136.9449292093296
19.780146,20.201256,18.160383,136.9925600002081
19.833864,,,137.20513488567897
19.223583,18.309675,17.291292,137.24945479225306
20.142878,19.453016,17.832542,137.25113612237737
20.097103,,,137.59417289661556
19.930958,,,137.5984513632494
20.99572,19.60681,19.266071,137.66657938732712
20.526846,,,137.7717995484633
20.094913,,,137.84764314241062
20.762894,,,137.92096163766126
20.243322,,,137.99992862038576
9.380334,10.614667,8.311312,138.01709484273184
11.554163,13.549664,10.239271,138.1781708715681
5.4779096,6.046221,4.8359847,138.20838805098694
20.271473,,,138.23225007330788
20.029867,,,138.3359383471595
18.94008,19.015247,17.63269,138.4324712166172
10.317788,11.972591,9.10831,138.46367651410037
18.462557,21.445272,16.780867,138.6098054742167
20.217289,,,138.65707951634212
20.268908,19.810324,18.467773,138.79964299739348
20.140003,19.617998,17.784054,138.94049655137763
20.698256,,,139.0142899616269
20.056078,20.686295,18.130337,139.023555138754
20.02808,20.670223,18.240932,139.04940240853045
19.521793,,,139.2514952643784
12.640235,14.973762,11.253122,139.3100408404015
19.713219,,,139.36898054900502
18.904634,,,139.65968413594908
20.68215,,,139.94706578484707
20.010206,,,140.23766335102832
19.704277,19.516167,18.079819,140.31666338642702
20.772274,19.848764,18.737164,140.41542979425088
11.913893,13.826868,10.61971,140.5559176992004
20.282936,,,140.82537827663515
19.54398,,,140.86126054885347
20.249668,19.613194,18.635956,141.03205269325608
20.373114,20.763393,18.820347,141.05304487492333
19.64842,,,141.46625558877815
19.376682,,,141.56463070920918
14.083271,17.35195,12.549564,141.68647043922485
19.417467,19.358038,17.829977,141.702237568522
19.761444,,,141.76165627260124
20.761202,,,141.87602758390668
19.55665,,,141.89163384417074
7.7556267,8.812867,6.763806,142.0340682313454
10.824549,12.441379,9.621043,142.05218760508035
19.83774,,,142.11891904261972
19.224176,20.871483,17.231005,142.18692293583916
8.673735,9.907301,7.603316,142.1884680409323
20.48433,,,142.36633772450176
19.94592,20.283236,17.83156,142.58453743890098
20.083721,,,143.06121728299064
19.817045,19.980131,18.346672,143.17416348555406
19.807915,,,143.3849770112743
19.231373,,,143.4523760633718
10.278526,11.936738,9.0631275,143.49708034005224
19.838703,,,143.90636757041028
19.944147,,,144.0644262628923
20.877348,,,144.06759258966625
19.635054,,,144.1469574583044
20.359957,20.378222,19.091959,144.33765770143305
20.466259,,,144.47930219645025
20.075022,,,144.51345375026216
20.828583,,,144.56957969399267
19.59249,,,144.62980297409445
20.01784,,,144.74621354056205
19.701914,,,144.83003871052603
20.827099,20.99227,19.241219,144.84199527808454
19.305485,,,144.9138583579012
20.801466,,,145.0994796351356
20.539545,20.085102,,145.16372865090548
19.116419,,,145.1921530497691
11.375742,13.155871,10.15926,145.47565953760886
10.046943,11.500917,8.9095335,145.54664812904232
7.7931223,8.91928,6.764026,145.61065949402743
20.347263,19.434332,18.231987,145.72799611723696
19.311018,19.776941,17.363916,145.81052372731912
19.411915,,17.139545,145.85863605908904
20.036963,,,146.12212760573547
20.184164,,,146.23336135751182
20.363848,,,146.40451391545838
20.12853,,18.170994,146.60348812250865
20.015745,19.615166,18.377731,146.6710056853479
20.112715,,,146.98299727523658
19.544813,19.002365,17.410858,147.1082995813059
20.645094,,,147.2704295791073
20.007862,20.784206,18.345032,147.43509781036545
19.146835,18.258245,17.00025,147.59768882571512
9.100759,10.590824,7.9334736,147.6126435927061
20.559324,,18.239462,147.66305742614898
20.636707,21.101986,18.907694,147.84255777814099
20.48916,19.743954,19.18977,147.86391415852063
19.939005,20.14665,18.909935,148.10264394918082
19.877317,19.849352,18.249317,148.11506161141364
8.969822,10.300479,7.8592577,148.12830339335176
19.202188,19.925617,17.54042,148.15466371748573
6.417057,7.1500115,5.623096,148.21309388594662
19.355534,,,148.2691643258044
19.39975,20.228716,17.797308,148.40122683849125
4.421844,4.8765697,3.9637854,148.51948741815508
19.976082,,,148.61255979114904
18.847986,18.782171,17.638964,148.80798194546023
19.923933,,,148.86107879689123
18.929523,,,149.1144881015743
18.992931,,,149.4197408836287
19.790867,19.51247,18.62628,149.5858321972171
11.225999,13.034347,9.9676285,149.84233466435973
19.743366,,,150.0403826235545
20.507885,,,150.0476799723114
18.932426,17.831896,16.915695,150.22580397224286
19.682634,20.22137,18.396229,150.26110900740525
19.264782,,,150.40359174171098
20.607777,19.987806,18.414759,150.44364875443466
19.673515,,,151.07739842339512
19.766495,,18.410862,151.10289453299313
19.74443,18.989902,17.577982,151.10306900006725
20.527386,,,151.26989338589303
20.54153,,,151.27303499762064
18.731918,,,151.3209086565343
20.19879,,,151.53213845499963
20.875044,20.355253,19.57789,151.69498338798311
19.041262,,,151.71714998767723
20.51505,,,151.73156791457995
20.507158,,,151.85654196226292
19.916403,,,151.8851391859571
19.798254,,,152.02011559699577
20.396458,,,152.41072480376164
20.269024,19.065992,18.663795,152.46220519939078
20.774216,,,152.46416400272432
19.937317,,,152.9019960837972
20.110706,21.036541,18.28805,152.98143134323774
5.207887,5.7881713,4.5803795,153.0807790633365
20.631853,20.044724,18.905886,153.25421815372974
20.124916,20.206003,18.202833,153.59523776255782
11.132874,13.011505,9.848638,153.7816385442303
20.546064,20.235266,18.49621,153.79637572319186
13.838369,17.075375,12.321484,153.8139107849944
19.69497,,,153.86774553359174
10.435355,12.02626,9.242728,153.9189114541277
19.9382,,,153.93116022224947
9.137018,10.369304,8.069114,154.4709614382219
11.9366455,14.120583,10.573101,154.5077036706004
20.312292,20.939924,18.239355,154.92079559457247
18.963589,,,155.16861184874097
14.250224,14.760708,13.604291,155.25009073263988
20.83016,,,155.41932513867633
20.315145,,,155.46814471568484
19.840656,20.545103,18.355772,155.48805384156142
19.16036,,,155.56952360900664
20.543732,,,155.59383757582654
15.465377,18.919798,13.873178,155.75895913762622
20.38981,,,155.7937787383706
20.01822,20.279926,18.332603,155.8232022792075
20.304657,20.854784,18.815933,156.09835022744485
19.23719,,,156.12398615501357
19.925346,,,156.18489635067598
19.739079,,,156.31320873462778
19.652222,18.881645,17.638836,156.44176891073585
18.954489,,,156.73281089451953
13.432293,16.368795,11.9472685,156.75836404049457
19.335785,19.543083,17.90566,156.76056196141352
19.989983,19.464052,18.244518,156.81648363824038
19.91051,,,157.00280273407375
20.118063,19.973797,18.638042,157.03330552790115
19.7099,19.29105,17.976625,157.2370524319437
20.2754,,,157.3851178693775
19.903461,19.852747,18.423418,157.75312626516612
18.42703,,,157.77977633047226
6.968851,7.8828425,6.059378,157.87962370301153
7.047747,7.977858,6.1249504,157.88508035574986
19.162962,,,158.0233873031416
19.309477,,,158.4860263423466
20.856247,20.224054,18.868658,158.60123116267903
18.981794,,,158.60871055002116
20.327988,,,158.6599222021897
9.410998,10.8359995,8.267561,158.7491998297578
19.71135,,,158.8155451531222
18.813354,18.832987,17.895365,159.02528504163405
20.056025,,,159.36450423390932
19.685358,,,159.51690125408408
9.037577,10.53508,7.8673735,159.70981467865923
19.279512,,,159.99209753315301
10.8188305,12.713901,9.541893,160.05981533974634
20.40317,20.564451,17.94431,160.10387610573505
9.878824,11.594122,8.661581,160.11411369899923
20.882978,20.89676,19.091505,160.1798251905383
19.549568,,,160.18636748985293
20.030233,19.703661,18.306019,160.3293292859708
20.05128,,,160.36729649407908
19.545069,,,160.40407140737867
19.72511,,,160.79001511954863
19.094046,18.85061,17.48535,160.903184950721
13.788665,14.18268,13.188168,160.98193852976686
19.957949,,,161.09782854840944
20.371128,19.996056,18.497248,161.68878035102188
20.441006,,,161.74734211311764
20.632912,20.928602,18.69143,161.77996095686842
19.308552,,,162.0853627305627
19.833122,,,162.28005249137237
19.076471,,,162.31811278210685
19.33942,,,162.32066075084043
7.235161,8.209144,6.293289,162.32122088055146
19.741257,,,162.44288491969797
20.212408,,,162.8968439056598
20.401974,,,162.90690219089117
