phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax
20.570278,20.584438,18.69361,50.2801547049279
19.403273,19.003426,17.766693,50.28640118058914
6.3121305,6.660957,5.8509026,50.28644486484526
10.195929,11.270947,9.203344,50.30312981820574
9.554696,10.748706,8.502755,50.308007716391266
20.498062,21.086699,19.115044,50.30803956783671
19.980827,,,50.30905245296034
20.873138,,,50.31224945331098
13.219759,14.908069,11.862293,50.31989752642655
18.323748,21.74631,16.696743,50.32133754986649
20.35632,,,50.32315844893516
20.418478,,,50.328591524841926
15.419927,17.976099,13.97604,50.328724686633
8.789131,9.450889,8.037908,50.33395144212645
7.460537,7.9873247,6.827001,50.33580850198642
20.522943,20.382326,18.939875,50.33626377439097
20.809496,20.83708,19.567701,50.337989196390055
14.158073,16.125284,12.837669,50.34813788507408
12.700431,14.271289,11.495189,50.34843093137862
11.707073,13.189051,10.543871,50.34878994482943
10.952983,12.190161,9.88712,50.35084352162256
20.638218,,,50.358846119087566
10.561485,11.774155,9.495993,50.36242317156128
18.72519,,,50.36280189025894
13.376193,15.0935335,12.090351,50.368709963789065
11.243174,12.597678,10.125355,50.37047457949562
11.692469,12.88991,10.313957,50.37104328507813
12.052723,13.58316,10.856072,50.3718030466522
10.371111,11.627819,9.295325,50.3807950604527
14.38512,16.440538,13.046959,50.38327367444972
13.90856,15.971253,12.551597,50.39356606461852
7.53509,8.008501,6.799147,50.394303558523184
19.496588,19.40743,18.10806,50.39791900248301
12.588697,14.176298,11.374881,50.40013545007665
12.437457,12.682612,11.901791,50.40087762728602
15.414637,17.893295,14.001833,50.40090671342612
13.570893,15.476242,12.260875,50.40241092168247
16.12568,19.144869,14.594547,50.40811551442104
19.672253,19.461977,,50.410021261302475
19.328709,19.006662,17.761627,50.4143673950438
19.780497,18.406897,18.529613,50.42004611739513
9.038858,9.869519,8.180993,50.420592334343425
20.044363,20.269356,18.38415,50.43098987835438
20.380238,21.467234,18.638855,50.43484464858329
13.252002,15.056226,11.967653,50.44054200498499
20.286428,20.224361,18.89507,50.44188909220116
20.52581,19.997837,18.562618,50.446798986433706
17.358803,20.24744,15.67822,50.447073328598435
9.301597,10.130813,8.441935,50.44942609511709
19.698996,20.346611,18.62191,50.4541446723736
13.571577,15.509329,12.255656,50.456693587288825
3.5776253,4.273484,3.0294847,50.457057803136
12.574614,14.054953,11.401166,50.4667321986324
20.411842,20.594126,18.800037,50.46812935703804
19.84017,,,50.47001000338213
13.24028,14.911804,11.996644,50.4742388008432
16.54897,16.865707,16.063595,50.47959499809513
10.741679,12.039989,9.646053,50.48150187582995
17.051235,20.378582,15.452028,50.48402992868241
7.5280385,8.068054,6.9230886,50.48552024855165
12.815456,14.481581,11.445641,50.48560860104419
19.569153,,,50.486021111708716
12.173237,13.506058,10.935819,50.49332363422842
13.253754,14.402139,11.678314,50.49425134038288
20.315777,,,50.4950927006118
19.594275,19.480999,18.364101,50.50508804354556
20.098446,,,50.51977402414306
10.051956,11.082539,9.07468,50.526258036100614
9.044229,9.489885,8.419345,50.52764528561213
19.07003,18.847704,17.683878,50.536154542218846
13.285985,14.953952,11.817847,50.53763804805332
12.257075,13.644509,11.110827,50.546704715723884
20.697216,,,50.557171537036496
19.5119,18.853481,17.60018,50.56090165736925
19.772425,19.854147,18.289906,50.56296145830332
7.414323,7.913022,6.8080087,50.56847244509109
15.448316,18.080164,14.002391,50.57182659068633
15.928709,19.057798,14.42385,50.57268440435001
17.8576,20.866251,16.255108,50.57622317752839
19.34089,19.120213,17.332525,50.57685382222739
11.612397,13.075348,10.460596,50.58028654942559
12.009114,13.515626,10.821682,50.58497258485175
13.619873,15.497046,12.323582,50.58555025709091
10.79624,12.027476,9.725956,50.58856738189599
11.480747,12.797875,10.367486,50.589358584772846
11.234657,,,50.58964126626951
8.478379,9.15946,7.718707,50.59438671510892
19.83226,21.418196,18.01191,50.59541177292206
10.836242,12.032398,9.781867,50.59968638712048
8.054315,8.689975,7.3390565,50.61155733643004
19.956884,19.230246,18.306797,50.613006998164614
12.129392,13.504212,10.593184,50.6218130397683
3.724775,3.952196,3.6776562,50.623090485178054
13.850731,16.011364,12.485096,50.63358287297324
6.9429564,7.369174,6.4027224,50.64091819087444
15.278575,17.888142,13.8244915,50.64778134685111
10.283133,11.4480915,8.729004,50.64880761323369
20.664484,20.32739,19.216654,50.663396758080054
20.332478,,,50.674172788893316
12.316935,13.929212,11.092325,50.6794911020741
19.85968,,,50.68726228358026
19.73679,,,50.69603676556559
9.645092,10.625111,8.701023,50.69930719488428
20.720276,,,50.69988569883736
13.205526,14.885737,11.948337,50.70445965102852
13.923871,15.345342,12.565485,50.704521700555865
20.40706,20.177711,18.503065,50.7133030305246
13.573819,15.21835,12.292125,50.7189366663522
12.768057,14.516879,11.500451,50.72207811823288
20.409801,20.982641,18.944302,50.72407466226232
14.568694,14.64232,14.387158,50.727356391779246
11.0053215,,,50.73286989483509
10.99984,11.294658,10.478692,50.736581437721235
20.52853,,,50.74975627355493
11.669675,13.043092,10.542862,50.75322240855978
10.690295,11.843237,9.653533,50.7570295615961
12.113961,13.652297,10.919718,50.7599478336982
20.346514,,,50.75997960405177
6.6612134,7.0872564,6.11432,50.76009474273859
10.172931,10.50318,9.670759,50.76173128487673
19.105179,18.783691,17.863323,50.77691637321291
10.680582,11.834826,9.645114,50.77819725913904
14.569343,,,50.77956570470681
12.887327,14.619338,11.63295,50.78323089073862
20.482933,19.844294,18.736538,50.78480516265751
19.03601,18.513573,,50.78571612464082
13.376446,15.273223,12.066721,50.78697164689712
19.664373,19.617794,18.14673,50.79001866388844
20.236393,,,50.794368626531444
16.234882,19.433298,14.6856985,50.800411349394494
12.633374,14.176165,11.432144,50.801088110456895
20.432018,,,50.8049840381052
12.769116,14.439785,11.525096,50.81164297740411
19.357063,18.716385,17.263285,50.8160687081393
15.629429,18.371319,14.156573,50.81856176096978
17.392097,20.716211,15.79368,50.82823089942844
20.480675,20.893085,18.46961,50.84109559434925
15.65965,18.337914,14.211981,50.84310036388884
19.840454,,,50.845432456849345
12.341124,13.981229,11.105249,50.851340888205094
11.841316,13.272429,10.687641,50.855796795699334
18.412937,18.335142,16.823402,50.857309027063124
6.103737,6.4740477,5.623661,50.85907332857054
11.786998,13.126934,10.657808,50.86211278646912
20.721266,20.42289,18.475674,50.86749983669521
4.9891,5.3555813,4.5758295,50.867531043581266
13.102485,14.971254,11.767618,50.871779470012726
20.096264,,,50.872984535841375
12.0255,13.461186,10.856934,50.87597071300508
19.54342,19.316593,18.243612,50.879119376003814
18.629457,19.13885,17.790798,50.89409516122639
7.4955826,8.008993,6.8747773,50.8981877168864
8.969439,9.729983,8.007077,50.90347875548716
18.3659,,,50.908246569729535
18.525345,18.139103,17.09242,50.91162011205072
16.311235,16.822985,15.660673,50.91476052234219
17.120941,17.098373,15.278578,50.9172751996659
10.43568,11.503429,9.441168,50.919072034615276
19.76072,20.363853,18.359018,50.92927253555411
9.6556425,10.572295,8.741828,50.930847630536995
11.408634,12.803459,10.26274,50.933598561732616
12.600019,14.261339,11.357779,50.933694705287266
7.9934473,8.560214,7.320437,50.93645103359646
13.287287,14.981058,12.038286,50.93773607132656
12.575516,13.991711,11.412335,50.94686333751812
15.380449,17.906536,13.937505,50.9517194614329
9.835047,10.783312,8.9062395,50.95415321769525
17.221611,17.697657,15.963067,50.95493288780343
10.033377,11.097219,9.045776,50.9568605687497
14.660307,16.906067,13.283418,50.96463221413476
8.566749,9.323575,7.7615237,50.96620142969994
16.347767,16.86028,15.685878,50.97177569062594
12.697805,14.377274,11.451476,50.977028254759944
13.356572,13.278445,13.475666,50.97744984959096
19.916988,20.256245,17.568487,50.99439045987993
19.236809,19.09458,17.347954,50.99454775875692
12.912629,14.4233885,11.719041,51.002889871110455
12.060886,14.228014,10.684814,51.00367943678565
8.009661,8.60798,7.302706,51.004170505275034
12.906523,14.614903,11.647959,51.00516385162932
11.187833,12.469446,10.094193,51.006079171611454
20.814777,20.698536,19.064035,51.01568653269118
12.240785,13.758409,11.048115,51.02412507460831
18.428593,20.267843,16.754065,51.02739880781729
11.981766,13.329289,10.852286,51.02974571058
19.81443,20.446363,17.992783,51.032289191121876
13.344603,15.044162,12.092468,51.032796894073165
20.140774,20.674541,18.427052,51.033927612785426
15.385384,17.879734,13.475301,51.040633895319836
19.527422,,,51.04356285115803
11.570566,12.790991,10.492651,51.046454052670086
14.054784,16.060009,12.675848,51.047805787571804
19.552973,,,51.05176326600006
12.415095,13.930409,11.223316,51.05729742870736
13.200717,14.912192,11.945979,51.06266806929374
8.06594,8.650689,7.3796654,51.067114113219645
15.530043,18.246368,14.047701,51.0671948298098
20.578917,,,51.067389818859866
20.64925,20.24998,18.485163,51.0721852768066
19.405043,,,51.0740314951493
14.036835,16.240242,12.668102,51.08141297609606
11.463971,12.814886,10.341074,51.08292098356806
11.219906,12.1282215,9.658695,51.084543632004014
11.881913,13.3151655,10.72314,51.09819127005105
19.933197,,,51.101297577532506
17.882128,,,51.10285721793327
19.893965,,,51.1059738493845
20.111715,,,51.109441015141776
19.12747,18.697021,16.915154,51.113087895008114
14.584773,16.821638,13.207288,51.11472335292278
7.278965,7.74977,6.700149,51.11671774447227
11.42418,12.712418,10.333585,51.118803121614945
9.898035,10.926544,8.924267,51.12316537036004
9.430232,10.4133625,8.4762125,51.12477276723108
4.029599,4.334687,3.6966648,51.12815204667626
19.960814,19.767538,17.791979,51.135681792156255
20.32001,20.568808,18.597273,51.136584327420415
12.643049,,,51.13682705188105
8.99294,9.285514,8.515897,51.14039636287707
6.6572137,7.1036024,6.0951333,51.142086048057685
14.851343,17.242376,13.441192,51.14507202483239
11.675733,13.158681,10.500026,51.148009787479324
20.169868,,,51.1490873563103
11.378524,12.767769,10.257759,51.14916011136862
8.023902,8.628398,7.3278894,51.1517001892942
19.03431,,,51.163938694003704
20.171785,20.374762,18.92554,51.17813477172715
11.761018,13.24692,10.566359,51.17826794914257
20.368322,20.95765,18.919453,51.18752033602898
4.942517,5.2798953,4.566911,51.19119470051982
4.887494,5.1639595,4.578849,51.192952571282376
12.338164,13.833298,11.0492115,51.196288961919514
17.748907,20.799639,16.119038,51.19838691690194
15.004293,17.437553,13.596996,51.19887041609555
11.149934,12.481968,9.820989,51.2127645838033
16.17278,19.11628,14.666965,51.21446187587117
20.83175,21.113194,19.095425,51.23647831607741
13.751896,15.624377,12.4529705,51.24024930209487
12.308677,13.811411,11.117194,51.24843216576603
11.687207,13.213219,10.496874,51.25398229827071
11.163257,12.408857,10.084734,51.258430577474044
3.9841821,4.243582,3.7742112,51.266381526227505
13.393693,15.298123,12.066268,51.269227002530556
18.557896,21.141855,16.910707,51.28188489661291
12.167022,13.733046,10.953985,51.28431944114183
20.515488,21.184273,18.591227,51.286306849283214
19.015259,,,51.2870090379208
8.343367,9.008412,7.553802,51.28789717816114
19.359613,18.775673,17.437906,51.28803886827813
18.791445,19.409042,17.341799,51.29979520085982
12.608913,14.171092,11.35194,51.30273811787878
19.077831,,,51.31946664366363
3.1551287,3.7118735,2.9244254,51.33098419186662
20.310991,20.312317,18.348783,51.33299223802763
20.190147,,,51.33513479617859
14.013796,16.02506,12.677099,51.33728176973891
6.788562,7.211243,6.266113,51.34044776609138
14.016163,16.158,12.648871,51.340476662876995
18.20591,18.882591,16.65801,51.344404719563755
7.4157176,7.9371834,6.788012,51.34564164918915
13.086197,14.8057785,11.831715,51.354334948372596
10.694985,11.931247,9.617252,51.359250428618154
13.418438,15.358384,12.097028,51.361481135936316
11.516736,,,51.37298862303858
20.34507,20.277473,18.476486,51.38895529634388
11.10422,12.385807,10.018378,51.39145041121667
19.513042,,,51.39605928856339
20.028318,,,51.39719835914845
10.842749,12.114555,9.756382,51.400478146499786
19.893587,19.427711,17.826488,51.40215843534916
12.65498,14.138026,11.475955,51.413941031239744
20.142324,,,51.41532565388585
11.433303,12.64322,10.334245,51.41983692978531
9.532458,10.470431,8.6071615,51.42897893104841
11.298423,12.495982,10.240632,51.42980514010313
19.6926,20.324215,18.386381,51.43533866178136
10.631031,11.676958,9.644149,51.436350351478325
20.365244,20.656733,18.74213,51.43958484288412
20.419294,20.628952,19.150705,51.44272353410262
12.835701,14.590729,11.56593,51.44598025794696
12.193908,13.670184,11.01465,51.44708710185434
18.152958,20.395277,16.48672,51.44789830563217
14.440461,16.563911,13.087312,51.45410369970404
19.48728,19.238749,17.469296,51.45736005834667
10.642889,11.868887,9.564631,51.46519498579796
19.961588,,,51.46727271375145
15.351297,15.695888,14.832755,51.46802407817279
9.550705,10.5027895,8.616193,51.47049640548811
19.667576,21.598967,17.944614,51.48136738516511
8.385947,9.06701,7.6244226,51.49770257611384
20.277119,,,51.497921111245184
6.198556,6.208872,5.2651,51.507894266257374
15.074196,17.560713,13.656252,51.508548459033655
13.340819,14.968103,12.108533,51.51024242259279
11.550232,12.944217,10.418192,51.510490199735166
20.09148,,,51.51293403758345
3.332405,4.027862,2.845968,51.51719226374811
11.316538,12.568839,10.227314,51.51811754033755
12.887945,14.608176,11.633797,51.52802158700161
15.323154,15.50518,14.97239,51.52822655564441
20.42245,,,51.55417634715018
2.6812317,4.2142663,2.6545534,51.554689388265274
11.753293,13.091145,10.628443,51.56632183387531
7.504469,8.001759,6.9002514,51.570062695460834
15.342186,,,51.57501781535493
14.292793,16.368395,12.948601,51.58155887888336
7.8684545,8.461526,7.171844,51.58409111596456
11.751269,13.228014,10.579035,51.590532758792456
19.691689,,,51.5912923026545
10.607351,11.953484,9.485997,51.593190642088224
11.927656,13.467756,10.731572,51.596429036560124
20.1332,20.03543,18.6182,51.59668007584341
20.216684,,,51.612353336080105
20.643398,21.195742,18.82604,51.61328019030039
13.932307,15.919234,12.604325,51.618486984284026
12.36732,14.040452,11.116249,51.63360646597731
19.387966,,,51.63718200447955
13.051837,14.766531,11.7957115,51.64093993254314
13.073062,14.848567,11.794595,51.64107012287177
15.407672,15.639204,15.07197,51.65172696593472
18.620121,21.367813,16.993723,51.65591003727256
14.320073,16.410812,12.976194,51.656027432579464
11.200174,12.514164,10.127174,51.659193363763805
4.757479,5.0543466,4.467854,51.66743878315765
15.7960205,16.190868,15.2273035,51.6749613865056
18.250364,21.46103,16.630302,51.68123279716043
20.31321,,,51.69078884932964
11.418581,12.700154,10.320983,51.691717007434846
13.192205,14.994025,11.905366,51.70260374352473
20.172184,,,51.71784061798685
20.782997,,,51.7210261389685
20.067749,,,51.72309939355017
12.61426,14.403909,11.336537,51.743927984322504
19.477858,19.610916,18.71114,51.74565283762712
12.057965,13.516006,10.889537,51.74835929003931
7.3976207,7.8383594,6.742079,51.74901115605395
15.531994,18.214857,14.059838,51.76345359321616
12.318781,13.831048,11.130729,51.77933085321234
20.699924,20.90555,20.20003,51.783869075833735
7.5675316,8.0244665,6.9451814,51.78698989553582
6.426069,6.8232474,5.921536,51.7895517736356
11.3715105,12.753812,10.242242,51.790069086384285
20.092999,,,51.800376174714465
5.5378637,5.889615,5.1028533,51.80265601713596
10.813148,12.053827,9.741787,51.80278175135299
18.3837,18.173876,16.77912,51.80643219752391
9.5178585,10.436467,8.605515,51.809845768462615
10.786651,11.973977,9.733773,51.810810551971954
16.81841,16.547503,15.557517,51.81145017817208
8.182916,8.80126,7.476749,51.8132648613723
20.858185,,,51.82435272147679
6.943578,7.3462024,6.4199643,51.827069493406405
20.4287,20.944757,18.460468,51.82817459434005
12.976786,14.816731,11.68797,51.83345983833937
11.790353,13.001984,10.716083,51.834409480065574
19.454742,,,51.837374002150284
15.975177,16.345453,15.445331,51.84079485632019
20.45811,,,51.84210007774744
13.302907,15.143342,12.012081,51.847907503371395
19.676338,,,51.8514381722312
16.140375,19.254057,14.615993,51.855906775095995
20.31319,21.101355,18.789936,51.863247007097314
13.32116,15.105933,12.039721,51.86430859358497
20.391008,20.628586,19.420633,51.86839662451473
19.245342,19.275036,18.11976,51.871681459153535
12.942654,14.604785,11.707079,51.8751504015549
11.391769,12.714737,10.283676,51.875993855653654
11.346512,12.843754,10.1654005,51.88404614979704
19.489485,18.704262,17.604158,51.88807028233689
14.842669,17.19767,13.442731,51.88863921790205
6.762535,7.1734066,6.240727,51.89653048885478
19.3997,,,51.89842590515989
15.603037,15.96644,15.138824,51.90162747102715
11.873521,13.159085,10.749187,51.90238250467226
14.346337,16.281734,13.032948,51.905021736679174
11.704149,13.073058,10.57139,51.90791506893605
12.500058,14.04157,11.294701,51.92285676476326
13.978904,15.968184,12.649239,51.922987916278835
12.233537,13.712721,11.055189,51.92825535639501
14.305311,16.446596,12.9449835,51.93108309532314
12.640844,14.332035,11.393478,51.93274798303628
13.682626,13.657473,13.617126,51.93417779682066
12.163507,13.8011055,10.9307785,51.93626475089853
9.57883,10.50834,8.658926,51.940962548514186
19.862566,20.41987,17.98751,51.94146306562847
3.8856444,4.186784,3.6071076,51.9433512051287
10.215638,11.374713,9.182055,51.95054301547489
20.122528,,,51.95658250873633
12.295567,13.839946,11.096894,51.960749216083855
13.145324,14.925061,11.865507,51.970513843621774
14.128172,16.082481,12.813323,51.98554865117171
13.1013155,14.907054,11.818376,51.99910765776643
12.814928,14.536739,11.556982,52.0029238267401
11.629432,13.051,10.470448,52.01086133416759
20.34637,20.64418,18.959854,52.01991950081611
12.7443905,,,52.02543691625521
14.416583,15.649953,12.926238,52.02655757205369
20.280115,20.394741,18.424915,52.03006841573782
19.829033,19.858818,18.200699,52.03715495936131
12.284674,13.933457,11.05272,52.03729227995526
11.511146,12.961874,10.34539,52.076959705335
19.768017,,,52.07699080054023
19.8418,,,52.08384639583829
11.080163,12.346814,10.02407,52.095620543578406
12.186823,13.596124,11.035142,52.10016980276955
12.915871,,,52.10558677200659
11.006389,12.273039,9.928853,52.1080709903523
8.340404,9.028574,7.5764422,52.118508518865056
12.825425,14.353953,11.632648,52.11921548586293
19.058807,,,52.12989725969828
7.531151,8.023065,6.9257483,52.131321711438574
12.851719,14.563216,11.593336,52.13743702398894
20.785944,,,52.14030857582663
11.447529,12.866095,10.298984,52.14207418237181
8.899065,9.7022915,8.058615,52.15064591907214
12.1184,13.482279,10.982167,52.15196958079806
20.16815,,,52.15637251828237
15.801262,18.73856,14.293745,52.17538183854256
19.249228,18.565798,17.590845,52.18492264803826
19.314884,19.716642,17.79163,52.20242866418881
19.067587,19.29579,17.670805,52.20245252862961
20.165855,20.63703,18.562593,52.20877029447621
20.049799,20.659456,18.495815,52.20933662242876
12.846701,14.44987,11.629724,52.21137775120976
9.097435,9.958264,8.228872,52.21237811620768
11.071737,12.497667,9.942864,52.21705355207278
12.339194,13.648872,11.218754,52.23082562099751
14.911963,17.218372,13.481292,52.23554480051848
12.91226,14.626937,11.656216,52.235670135401854
11.752591,13.338599,10.542252,52.241776681214574
19.909843,,,52.24972432805038
10.420601,11.572052,9.387874,52.25177991422979
12.253385,13.884023,11.024537,52.25277700541059
18.418941,,,52.256787885956
15.7020645,18.526922,14.2253,52.26102302370358
19.77333,,,52.26400545312731
10.853654,12.215346,9.607604,52.2800054818276
11.014165,12.40052,9.884294,52.301330623891026
12.285288,13.792032,11.096464,52.31395607970203
7.984856,8.596534,7.2808595,52.318498188806785
20.358034,20.002728,18.495594,52.32356864543169
12.8414545,14.417713,11.632728,52.32736332251495
20.601856,,,52.33210764262705
12.349145,13.882496,11.153875,52.33609222516193
19.247448,21.074884,17.671476,52.33613045794649
10.405356,10.970972,8.770642,52.339145860398716
15.404257,15.89967,14.761919,52.346539390563876
19.918312,,,52.36771701919699
8.079197,8.718574,7.3590956,52.36876962489884
15.4108925,15.687112,14.953902,52.380773509374926
15.810135,18.680983,14.314726,52.38781070740545
20.248682,,,52.4044577064253
18.532688,18.950998,16.92909,52.40793612027526
19.28481,,,52.425749221989264
10.757421,12.037756,9.6661,52.4383393059583
12.533805,14.26328,11.213107,52.44523888420142
13.585402,15.464757,12.282527,52.445374294470426
20.473587,20.472406,18.567818,52.44665322124874
20.117254,,,52.447881547740124
19.879625,,,52.45418215768158
8.164163,8.793481,7.4441786,52.45504312297854
15.397558,18.242033,13.839301,52.45560281560218
16.168888,19.347727,14.633605,52.4561353139464
15.007127,15.074925,14.830183,52.47709281571829
19.165834,18.820461,17.426373,52.478575000435846
19.873161,19.441357,18.539618,52.48014649067305
19.142405,,,52.48297926472465
20.349041,20.116919,18.948738,52.488494085582786
19.494844,,,52.49074344163718
9.900857,10.985108,8.893302,52.49195920979391
19.724754,20.432323,18.215908,52.494653768913615
19.206331,19.414715,17.305046,52.50251306499262
19.800306,20.444122,18.622591,52.50660174792692
20.026243,20.152224,17.935917,52.517749834034234
9.060802,9.895704,8.199719,52.51850957712825
9.381112,10.286993,8.475236,52.51853921140652
5.7947383,6.1146293,5.3604107,52.519741729628315
12.56991,14.2759695,11.313584,52.53161433412855
14.763908,16.942207,13.407484,52.53497576023632
19.857092,19.675222,18.382143,52.55801074468606
19.137316,,,52.56106006673433
18.87813,18.851065,17.72649,52.56562003957204
20.595772,20.482643,18.863525,52.568608739514474
15.67822,18.944084,14.120837,52.58368414195115
5.9941363,6.3503146,5.5257,52.5857831053439
9.235744,10.060199,8.373563,52.587250424798995
13.483044,15.374532,12.172063,52.59125141392428
20.16846,,,52.59802363509372
10.154318,11.246283,9.155184,52.61339961040157
12.980625,14.651797,11.73887,52.61470603066005
17.03918,20.637293,15.4366,52.61681836826484
11.203227,12.65918,10.063549,52.6215102325578
15.466421,18.193558,14.004103,52.64791824231691
19.54476,,,52.64871213650626
16.768522,,,52.648772130421285
20.055359,20.052483,18.335287,52.6503170577144
10.277559,11.425379,9.248516,52.65478491752562
10.908656,12.131952,9.842161,52.659102718303394
14.477958,16.739079,13.088516,52.66916556078764
20.020153,,,52.670047155559566
19.576902,19.104858,17.39403,52.672879963073804
17.863092,20.013279,16.237823,52.6729255326544
18.179483,21.04781,16.54866,52.67344929092654
20.316702,20.188639,18.629545,52.67932508861217
9.894607,10.967141,8.8993,52.681650466308696
19.595827,,,52.68744103169738
14.515128,16.746414,13.134823,52.68942981940685
11.389801,12.724901,10.070294,52.692741230751544
11.39389,12.788182,10.252824,52.69753391214118
9.961922,10.902693,9.033837,52.70347794563672
19.043175,,,52.70870444687877
18.562977,18.480766,16.962095,52.71770053512323
12.540301,,,52.731141216417456
7.2817,7.773483,6.685579,52.73253802367601
10.021574,11.147923,9.000255,52.73563982785778
20.25431,21.575289,18.88246,52.74029039016791
11.82075,13.411646,10.612519,52.745244566079734
12.009429,13.424151,10.847924,52.74545979819095
13.782013,15.686148,12.479718,52.75161225936104
20.477303,19.803452,18.574509,52.75792608876303
20.131561,19.906185,18.57602,52.7583221946984
12.599727,14.058961,11.43001,52.76017969237717
5.773169,6.1119623,5.3390055,52.768145895291205
12.579593,14.1482115,11.369486,52.7749729653182
18.536127,18.90308,17.194895,52.784652055106584
19.126286,,,52.788411195914115
14.046177,16.391901,12.637723,52.79203847967146
15.185803,17.813177,13.733812,52.792095444423204
9.849506,10.845967,8.89301,52.804015298259
20.491915,,,52.81256375067167
10.988758,12.865089,9.68417,52.81613131416677
12.915646,14.6186495,11.665185,52.81676321407037
10.909266,12.428313,9.722874,52.8200707092488
8.276581,8.484234,7.852772,52.82070774579989
11.3721695,12.8344145,10.227502,52.82891316133804
20.105074,,,52.83562308152459
14.086389,16.040705,12.759263,52.83713649461247
19.670624,19.633842,17.645243,52.84501367868445
10.056809,11.204998,9.032587,52.86002957598306
11.713338,13.224045,10.539479,52.862765226384624
20.525568,20.610704,18.698647,52.86378985915997
19.339025,,,52.867123226936634
11.514772,12.764148,10.294042,52.87222832903362
19.19624,18.683952,17.160498,52.883553968479234
14.454463,14.862846,13.8656,52.88745437454206
10.295956,11.48827,9.239593,52.88857200587483
12.215385,13.554348,10.841949,52.889240831716634
9.766138,10.762379,8.768712,52.890241210656235
4.8944273,5.248543,4.468242,52.899361721674964
12.521537,14.158102,11.289893,52.90169495311929
20.60332,21.828356,19.040125,52.90992218086193
20.16281,21.674852,18.72925,52.91295775777292
13.034202,14.762879,11.777373,52.91419348288435
13.126918,14.85311,11.8689995,52.91667899420671
13.5707,15.709717,12.206503,52.917435912487655
14.77297,17.225311,13.320536,52.930366305353246
19.412836,19.230093,17.630318,52.93106196699888
18.610006,,,52.932258013580245
9.095121,9.956778,8.215264,52.94980558021067
8.060413,8.705683,7.325938,52.957852510755465
20.249815,,,52.96033143668835
16.513979,19.503796,14.938783,52.96984397037135
12.427594,13.79546,11.284871,52.97488124994938
19.165672,21.632946,17.56418,52.98193557535626
17.493246,17.16622,15.91397,52.983251416457804
13.106874,14.832712,11.708292,52.98467352998626
13.87173,15.671288,12.591253,52.98845422811254
14.838827,17.239279,13.423773,52.992531450608915
20.2702,20.170097,18.231932,52.999836515645704
15.071921,15.2397,14.728783,53.00194932233837
17.480225,20.62912,15.872542,53.005209076687066
12.515587,14.15274,11.283019,53.009383088367926
13.032176,14.858496,11.747965,53.01260459429616
11.739147,13.127083,10.59966,53.01351949009779
17.984005,17.743343,16.680374,53.020385847347455
10.420145,11.53335,9.401161,53.02732805296095
19.429749,,,53.03007727572287
