pl_name,star_num,plan_num,pl_rad_e,pl_rad_j,pl_mass_e,pl_mass_j,ra,dec,dist,mag
Kepler-138 b,1,3,0.522,0.047,0.066,0.00021,290.3814122,43.2930645,66.8624,12.4715
Kepler-444 e,3,5,0.5,0.045,0.1,0.00031,289.7528323,41.631884,36.4396,8.643251
Kepler-138 b,1,3,0.701,0.063,0.187,0.00059,290.3814122,43.2930645,66.8624,12.4715
Kepler-444 d,3,5,0.5,0.045,0.2,0.00063,289.7528323,41.631884,36.4396,8.643251
TRAPPIST-1 d,1,7,0.784,0.07,0.297,0.00093,346.6263919,-5.0434618,,15.6451
TRAPPIST-1 h,1,7,0.773,0.069,0.331,0.00104,346.6263919,-5.0434618,,15.6451
Kepler-33 c,1,5,2.6,0.232,0.39,0.00123,289.0775348,46.0051696,1209.16,13.9513
TRAPPIST-1 d,1,7,0.772,0.069,0.41,0.00129,346.6263919,-5.0434618,,15.6451
KOI-55 b,1,2,0.759,0.068,0.44,0.0014,296.3561853,41.0927315,1231.02,14.9062
Kepler-345 b,1,2,0.8,0.071,0.5,0.00157,295.2288521,45.9710432,,14.0341
Kepler-85 e,1,4,1.2,0.107,0.6,0.00189,290.9734395,45.2902761,765.025,14.766
TRAPPIST-1 e,1,7,0.918,0.082,0.62,0.00195,346.6263919,-5.0434618,,15.6451
Kepler-138 b,1,3,0.71,0.063,0.5,0.002,290.3814122,43.2930645,66.8624,12.4715
Kepler-138 d,1,3,1.212,0.108,0.64,0.00201,290.3814122,43.2930645,66.8624,12.4715
KOI-55 c,1,2,0.867,0.077,0.655,0.0021,296.3561853,41.0927315,1231.02,14.9062
TRAPPIST-1 f,1,7,1.045,0.093,0.68,0.00214,346.6263919,-5.0434618,,15.6451
Kepler-128 b,1,2,1.43,0.128,0.77,0.00242,282.4922622,43.9802442,396.379,11.2886
TRAPPIST-1 e,1,7,0.91,0.081,0.772,0.00243,346.6263919,-5.0434618,,15.6451
GJ 9827 c,1,3,1.241,0.111,0.84,0.00264,351.7717763,-1.2853435,29.661,9.83773
TRAPPIST-1 b,1,7,1.086,0.097,0.85,0.00267,346.6263919,-5.0434618,,15.6451
Kepler-128 c,1,2,1.34,0.12,0.9,0.00283,282.4922622,43.9802442,396.379,11.2886
TRAPPIST-1 f,1,7,1.046,0.093,0.934,0.00294,346.6263919,-5.0434618,,15.6451
Kepler-138 d,1,3,1.61,0.144,1.01,0.003,290.3814122,43.2930645,66.8624,12.4715
L 98-59 b,1,3,0.8,0.071,1.01,0.00318,124.5328604,-68.3144658,10.6194,10.5976
TRAPPIST-1 b,1,7,1.121,0.1,1.017,0.0032,346.6263919,-5.0434618,,15.6451
TRAPPIST-1 g,1,7,1.148,0.102,1.148,0.00361,346.6263919,-5.0434618,,15.6451
TRAPPIST-1 c,1,7,1.095,0.098,1.156,0.00364,346.6263919,-5.0434618,,15.6451
Kepler-138 d,1,3,1.68,0.15,1.17,0.00368,290.3814122,43.2930645,66.8624,12.4715
TRAPPIST-1 g,1,7,1.127,0.101,1.34,0.00422,346.6263919,-5.0434618,,15.6451
TRAPPIST-1 c,1,7,1.056,0.094,1.38,0.00434,346.6263919,-5.0434618,,15.6451
Kepler-138 c,1,3,1.75,0.156,1.6,0.005,290.3814122,43.2930645,66.8624,12.4715
Kepler-307 c,1,2,2.8,0.25,1.5,0.005,297.7950939,40.4176403,575.581,14.0561
GJ 1132 b,1,2,1.16,0.103,1.62,0.0051,153.7090696,-47.1549358,12.613,12.138
GJ 1132 b,1,2,1.43,0.128,1.63,0.00513,153.7090696,-47.1549358,12.613,12.138
GJ 1132 b,1,2,1.13,0.101,1.66,0.00522,153.7090696,-47.1549358,12.613,12.138
Kepler-78 b,2,1,1.2,0.107,1.69,0.00532,293.7419543,44.4482521,124.376,11.5287
Kepler-11 f,1,6,2.6,0.232,1.7,0.00535,297.1150949,41.9091092,646.346,13.7062
Kepler-78 b,2,1,1.228,0.11,1.77,0.00557,293.7419543,44.4482521,124.376,11.5287
K2-3 d,1,3,1.65,0.147,1.8,0.00566,172.3353708,-1.4551364,44.0727,11.4785
LHS 1140 c,1,2,1.282,0.114,1.81,0.00569,11.248632,-15.2741085,14.9861,12.6706
GJ 357 b,1,3,1.217,0.109,1.84,0.00579,144.0074644,-21.6650634,9.44181,9.88036
GJ 3473 b,2,2,1.264,0.113,1.86,0.00585,120.5936065,3.3371629,27.3644,12.465
Kepler-78 b,2,1,1.2,0.107,1.87,0.00588,293.7419543,44.4482521,124.376,11.5287
Kepler-11 b,1,6,1.8,0.161,1.9,0.006,297.1150949,41.9091092,646.346,13.7062
Kepler-11 f,1,6,2.49,0.222,2,0.006,297.1150949,41.9091092,646.346,13.7062
Kepler-177 b,1,2,2.9,0.259,2,0.006,286.0471442,45.0532038,1435.44,14.9414
Kepler-307 c,1,2,2.81,0.251,1.9,0.006,297.7950939,40.4176403,575.581,14.0561
Kepler-78 b,2,1,1.173,0.105,1.86,0.006,293.7419543,44.4482521,124.376,11.5287
Kepler-78 b,2,1,1.121,0.1,1.96716,0.00619,293.7419543,44.4482521,124.376,11.5287
Kepler-138 c,1,3,1.197,0.107,1.97,0.0062,290.3814122,43.2930645,66.8624,12.4715
Kepler-60 c,1,3,1.8,0.161,2,0.00629,288.9612535,42.2650472,1025.1,13.9132
Kepler-47 b,2,3,3.05,0.272,2.07,0.00651,295.2978883,46.9204303,1025.02,15.1626
GJ 1252 b,1,1,1.193,0.106,2.09,0.00658,306.9286462,-56.4622865,20.373,11.2364
K2-3 c,1,3,1.644,0.147,2.1,0.00661,172.3353708,-1.4551364,44.0727,11.4785
Kepler-80 e,1,6,1.3,0.116,2.1,0.00661,296.1125759,39.9787451,369.451,14.7555
Kepler-345 c,1,2,1.3,0.116,2.2,0.00692,295.2288521,45.9710432,,14.0341
LTT 1445 A b,3,1,1.38,0.123,2.2,0.00692,45.4624781,-16.5944956,6.86929,10.0469
TOI-1266 c,1,2,1.56,0.139,2.2,0.00692,197.9965833,65.8336973,36.0118,12.1222
Kepler-11 f,1,6,2.61,0.233,2.3,0.007,297.1150949,41.9091092,646.346,13.7062
Kepler-307 b,1,2,3.21,0.286,2.1,0.007,297.7950939,40.4176403,575.581,14.0561
Kepler-51 b,1,3,7.1,0.633,2.1,0.007,296.4797624,49.9376486,783.831,14.6777
Kepler-51 b,1,3,8.6,0.767,2.3,0.00724,296.4797624,49.9376486,783.831,14.6777
L 98-59 d,1,3,1.57,0.14,2.31,0.00727,124.5328604,-68.3144658,10.6194,10.5976
Kepler-65 b,1,4,1.444,0.129,2.4,0.0076,288.6887221,41.1511076,303.728,10.9656
GJ 9827 c,1,3,1.269,0.113,2.42,0.00761,351.7717763,-1.2853435,29.661,9.83773
L 98-59 c,1,3,1.35,0.12,2.42,0.00761,124.5328604,-68.3144658,10.6194,10.5976
K2-229 b,1,2,1.197,0.107,2.49,0.00783,186.8729195,-6.7218474,102.564,10.7861
Kepler-102 d,1,5,1.17,0.104,2.6,0.008,281.4824731,47.2078263,107.796,11.4784
Kepler-11 f,1,6,2.37,0.211,2.5,0.008,297.1150949,41.9091092,646.346,13.7062
Kepler-93 b,1,2,1.5,0.134,2.59,0.008,291.4181275,38.6723124,95.9115,9.86249
K2-229 b,1,2,1.164,0.104,2.59,0.00815,186.8729195,-6.7218474,102.564,10.7861
LTT 3780 b,2,2,1.332,0.119,2.62,0.00824,154.6449033,-11.717801,21.9814,11.8465
Kepler-359 d,1,3,4.6,0.41,2.7,0.0085,293.2936129,42.1963497,1443.21,15.8814
Kepler-105 c,1,2,1.85,0.165,3,0.009,287.8872376,46.2761224,459.223,12.8025
Kepler-11 c,1,6,2.87,0.256,2.9,0.009,297.1150949,41.9091092,646.346,13.7062
Kepler-114 c,1,3,1.6,0.143,2.8,0.009,294.121482,48.3497977,259.533,13.7125
Kepler-406 c,1,2,0.85,0.076,2.71,0.009,291.8481764,44.9682807,364.03,12.4897
Kepler-359 c,1,3,4.8,0.428,2.9,0.00912,293.2936129,42.1963497,1443.21,15.8814
Kepler-100 d,1,3,1.61,0.144,3,0.00944,291.3861294,41.9901394,304.645,11.1293
Kepler-102 c,1,5,0.58,0.052,3,0.00944,281.4824731,47.2078263,107.796,11.4784
K2-3 c,1,3,1.77,0.158,3.1,0.00975,172.3353708,-1.4551364,44.0727,11.4785
Kepler-47 c,2,3,4.65,0.415,3.17,0.00997,295.2978883,46.9204303,1025.02,15.1626
Kepler-10 b,1,2,1.47,0.131,3.33,0.01,285.679298,50.2414842,185.506,10.9191
Kepler-101 c,1,2,1.25,0.112,3.78,0.01,283.255507,48.3552474,927.981,13.5672
Kepler-20 e,2,6,0.868,0.077,3.08,0.01,287.6979913,42.3385782,282.563,12.4535
Kepler-254 c,1,3,2.09,0.186,3.2,0.01,288.1646541,45.8164257,1389.48,15.8379
Kepler-307 b,1,2,3.2,0.285,3.1,0.01,297.7950939,40.4176403,575.581,14.0561
Kepler-37 b,1,4,0.296,0.026,3.1783,0.01,284.0592503,44.5183733,63.9207,9.54988
Kepler-407 b,1,2,1.07,0.095,3.2,0.01007,286.0363025,49.6145027,338.368,12.5074
Kepler-595 c,1,2,1.009,0.09,3.3,0.01038,294.5703593,50.6730147,643.009,14.7628
Kepler-79 e,1,4,2.9,0.259,3.4,0.0107,300.5171067,44.3815508,1020.72,13.8825
GJ 9827 b,1,3,1.62,0.145,3.42,0.01076,351.7717763,-1.2853435,29.661,9.83773
Kepler-414 b,1,2,1.71,0.153,3.5,0.011,297.9615616,48.2443363,413.46,13.321
Kepler-97 b,1,2,1.48,0.132,3.51,0.011,287.3265292,48.6733443,400.907,12.813
Kepler-98 b,1,1,1.99,0.178,3.55,0.011,285.6616933,37.9645672,350.315,12.8694
Kepler-107 b,1,4,1.536,0.137,3.51,0.01104,297.028162,48.2086019,525.997,12.4627
Kepler-10 b,1,2,1.489,0.133,3.57,0.01123,285.679298,50.2414842,185.506,10.9191
Kepler-105 c,1,2,1.6,0.143,3.6,0.01133,287.8872376,46.2761224,459.223,12.8025
Kepler-307 c,1,2,2.2,0.196,3.64,0.01145,297.7950939,40.4176403,575.581,14.0561
HD 21749 c,1,2,0.892,0.08,3.7,0.01164,51.7501882,-63.500166,16.32,7.67906
Kepler-60 b,1,3,1.6,0.143,3.7,0.01164,288.9612535,42.2650472,1025.1,13.9132
Kepler-80 d,1,6,1.3,0.116,3.7,0.01164,296.1125759,39.9787451,369.451,14.7555
Kepler-10 b,1,2,1.47,0.131,3.72,0.0117,285.679298,50.2414842,185.506,10.9191
Kepler-107 d,1,4,0.86,0.077,3.8,0.01196,297.028162,48.2086019,525.997,12.4627
Kepler-93 b,1,2,1.478,0.132,3.8,0.01196,291.4181275,38.6723124,95.9115,9.86249
Kepler-102 d,1,5,1.18,0.105,3.8,0.012,281.4824731,47.2078263,107.796,11.4784
Kepler-114 d,1,3,2.53,0.226,3.9,0.012,294.121482,48.3497977,259.533,13.7125
Kepler-138 c,1,3,1.61,0.144,3.83,0.012,290.3814122,43.2930645,66.8624,12.4715
Kepler-36 b,1,2,1.498,0.134,3.83,0.01205,291.2501859,49.2318073,527.956,12.0767
Kepler-60 c,1,3,1.9,0.17,3.85,0.01211,288.9612535,42.2650472,1025.1,13.9132
K2-36 b,1,2,1.43,0.128,3.9,0.01227,169.4490102,3.8665038,109.749,11.527
Kepler-307 c,1,2,2.72,0.243,3.9,0.01227,297.7950939,40.4176403,575.581,14.0561
Kepler-307 c,1,2,2.7,0.241,3.9,0.01227,297.7950939,40.4176403,575.581,14.0561
Kepler-36 b,1,2,1.5,0.134,3.9,0.01227,291.2501859,49.2318073,527.956,12.0767
Kepler-51 c,1,3,6.4,0.571,3.9,0.01227,296.4797624,49.9376486,783.831,14.6777
Kepler-60 d,1,3,1.6,0.143,3.9,0.01227,288.9612535,42.2650472,1025.1,13.9132
Kepler-33 d,1,5,4.58,0.409,3.91,0.0123,289.0775348,46.0051696,1209.16,13.9513
Kepler-48 b,1,4,1.88,0.168,3.94,0.0124,299.1393094,40.948939,306.738,13.0772
Kepler-223 b,1,4,2.2,0.196,4,0.01259,298.3183909,47.2794824,1859.71,15.3951
Kepler-29 c,1,2,3.14,0.28,4,0.01259,298.348382,47.4913021,832.532,15.2819
Kepler-93 b,1,2,1.478,0.132,4.02,0.01265,291.4181275,38.6723124,95.9115,9.86249
GJ 9827 d,1,3,2.022,0.18,4.04,0.01271,351.7717763,-1.2853435,29.661,9.83773
CoRoT-7 b,1,2,1.681,0.15,4.07661,0.01283,100.9561682,-1.0630076,159.906,11.5239
Kepler-33 d,1,5,4.6,0.41,4.1,0.0129,289.0775348,46.0051696,1209.16,13.9513
Kepler-80 e,1,6,1.6,0.143,4.13,0.01299,296.1125759,39.9787451,369.451,14.7555
Kepler-289 d,1,3,2.68,0.239,4,0.013,297.4653351,42.8828517,704.438,13.9628
Kepler-51 c,1,3,9,0.803,4,0.013,296.4797624,49.9376486,783.831,14.6777
Kepler-62 c,1,5,0.54,0.048,4,0.013,283.2125621,45.3496992,300.874,13.7197
Kepler-65 d,1,4,1.587,0.142,4.14,0.013,288.6887221,41.1511076,303.728,10.9656
Kepler-79 e,1,4,3.49,0.311,4.1,0.013,300.5171067,44.3815508,1020.72,13.8825
Kepler-60 d,1,3,1.99,0.178,4.16,0.01309,288.9612535,42.2650472,1025.1,13.9132
Kepler-60 b,1,3,1.71,0.153,4.19,0.01318,288.9612535,42.2650472,1025.1,13.9132
K2-3 c,1,3,1.72,0.153,4.2,0.01321,172.3353708,-1.4551364,44.0727,11.4785
Kepler-102 b,1,5,0.47,0.042,4.3,0.01353,281.4824731,47.2078263,107.796,11.4784
HD 219134 c,1,6,1.511,0.135,4.36,0.01372,348.3372026,57.1696255,6.53127,5.2402
Kepler-10 b,1,2,1.416,0.126,4.56,0.014,285.679298,50.2414842,185.506,10.9191
Kepler-11 b,1,6,1.97,0.176,4.3,0.014,297.1150949,41.9091092,646.346,13.7062
Kepler-11 b,1,6,1.71,0.153,4.3,0.014,297.1150949,41.9091092,646.346,13.7062
Kepler-305 c,1,4,3.35,0.299,4.5,0.014,299.2242557,40.343167,868.477,15.7661
Kepler-36 b,1,2,1.486,0.133,4.45,0.014,291.2501859,49.2318073,527.956,12.0767
Kepler-81 c,1,3,2.7,0.241,4.3,0.014,293.6369437,42.8248275,348.291,15.004
Kepler-279 d,1,3,4.3,0.384,4.5,0.01416,287.391295,42.194822,1037.4,13.5847
Kepler-29 c,1,2,2.34,0.209,4.5,0.01416,298.348382,47.4913021,832.532,15.2819
Kepler-29 b,1,2,3.35,0.299,4.51,0.01419,298.348382,47.4913021,832.532,15.2819
pi Men c,1,2,2.06,0.184,4.52,0.01422,84.2992798,-80.4646041,18.2702,5.5128
Kepler-93 b,1,2,1.569,0.14,4.54426,0.0143,291.4181275,38.6723124,95.9115,9.86249
CoRoT-7 b,1,2,1.58,0.141,4.6,0.01447,100.9561682,-1.0630076,159.906,11.5239
KOI-1599.01,1,2,1.9,0.17,4.6,0.01447,298.3738383,40.6184483,1131.64,14.854
Kepler-10 b,1,2,1.46,0.13,4.6,0.01447,285.679298,50.2414842,185.506,10.9191
Kepler-105 c,1,2,1.31,0.117,4.6,0.01447,287.8872376,46.2761224,459.223,12.8025
L 168-9 b,1,1,1.39,0.124,4.6,0.01447,350.0285917,-60.0657292,25.1496,10.2316
Kepler-10 b,1,2,1.481,0.132,4.60853,0.0145,285.679298,50.2414842,185.506,10.9191
HD 219134 b,1,6,1.602,0.143,4.74,0.01491,348.3372026,57.1696255,6.53127,5.2402
Kepler-351 b,1,3,3.03,0.27,4.8,0.015,286.4527949,42.6577891,1083.91,15.9665
Kepler-68 c,2,3,0.953,0.085,4.8,0.015,291.0323102,49.0402129,144.166,9.93355
Kepler-223 e,1,4,4.6,0.41,4.8,0.0151,298.3183909,47.2794824,1859.71,15.3951
pi Men c,1,2,2.042,0.182,4.82,0.01517,84.2992798,-80.4646041,18.2702,5.5128
GJ 9827 b,1,3,1.571,0.14,4.89,0.01539,351.7717763,-1.2853435,29.661,9.83773
GJ 9827 b,1,3,1.577,0.141,4.91,0.01545,351.7717763,-1.2853435,29.661,9.83773
Kepler-1655 b,1,1,2.213,0.197,5,0.01573,286.6895986,39.2120802,213.26,11.0141
Kepler-29 b,1,2,2.55,0.227,5,0.01573,298.348382,47.4913021,832.532,15.2819
Kepler-408 b,1,1,0.82,0.073,5,0.01573,284.7862158,48.4232622,88.7832,8.6992
HD 3167 b,1,3,1.7,0.152,5.02,0.01579,8.7401487,4.3807215,47.2899,8.76221
Kepler-26 b,1,4,2.9,0.259,5.02,0.01579,284.9410627,46.5664505,335.307,15.4089
K2-141 b,1,2,1.51,0.135,5.08,0.01598,350.9170464,-1.1891827,61.8736,10.7217
Kepler-21 b,2,1,1.639,0.146,5.08,0.01598,287.3619673,38.7141384,108.522,8.12832
Kepler-105 b,1,2,5.52,0.492,5.1,0.016,287.8872376,46.2761224,459.223,12.8025
Kepler-223 c,1,4,3.44,0.307,5.1,0.01605,298.3183909,47.2794824,1859.71,15.3951
Kepler-26 b,1,4,2.78,0.248,5.12,0.01611,284.9410627,46.5664505,335.307,15.4089
K2-141 b,1,2,1.493,0.133,5.16,0.01624,350.9170464,-1.1891827,61.8736,10.7217
GJ 9827 d,1,3,2.07,0.185,5.2,0.01636,351.7717763,-1.2853435,29.661,9.83773
Kepler-102 f,1,5,0.88,0.079,5.2,0.01636,281.4824731,47.2078263,107.796,11.4784
Kepler-138 c,1,3,1.67,0.149,5.2,0.01636,290.3814122,43.2930645,66.8624,12.4715
Kepler-106 b,1,4,0.82,0.073,5.3,0.01668,300.864006,44.3375497,444.322,12.8391
K2-141 b,1,2,1.54,0.137,5.31,0.01671,350.9170464,-1.1891827,61.8736,10.7217
Kepler-177 b,1,2,3.1,0.277,5.4,0.01699,286.0471442,45.0532038,1435.44,14.9414
Kepler-197 c,2,4,1.23,0.11,5.3,0.017,295.2264739,50.5592348,330.575,11.78
Kepler-65 c,1,4,2.623,0.234,5.4,0.017,288.6887221,41.1511076,303.728,10.9656
Kepler-33 e,1,5,3.5,0.312,5.5,0.0173,289.0775348,46.0051696,1209.16,13.9513
Kepler-36 b,1,2,1.582,0.141,5.56,0.01749,291.2501859,49.2318073,527.956,12.0767
Kepler-33 e,1,5,3.53,0.315,5.57,0.01753,289.0775348,46.0051696,1209.16,13.9513
HD 3167 b,1,3,1.626,0.145,5.59,0.01759,8.7401487,4.3807215,47.2899,8.76221
HD 80653 b,1,1,1.613,0.144,5.6,0.01762,140.3390845,14.3678691,109.86,9.30733
EPIC 220674823 c,1,2,2.77,0.247,5.7,0.01793,13.0800239,10.7947051,244.59,11.9535
CoRoT-24 b,1,2,3.7,0.33,5.7,0.018,101.922543,-3.7192892,591.555,15.1801
CoRoT-7 b,1,2,1.585,0.141,5.74,0.018,100.9561682,-1.0630076,159.906,11.5239
K2-146 b,1,2,2.05,0.183,5.77,0.01816,130.0266951,19.0923416,79.3002,14.9834
EPIC 220674823 c,1,2,2.5,0.223,5.8,0.01825,13.0800239,10.7947051,244.59,11.9535
Kepler-177 b,1,2,3.5,0.312,5.84,0.01837,286.0471442,45.0532038,1435.44,14.9414
Kepler-223 d,1,4,3.8,0.339,5.9,0.01856,298.3183909,47.2794824,1859.71,15.3951
Kepler-49 c,1,4,2.8,0.25,5.9,0.01856,292.2945208,40.5918123,311.222,15.2293
Kepler-68 b,2,3,2.33,0.208,5.97,0.01878,291.0323102,49.0402129,144.166,9.93355
Kepler-462 c,1,2,4,0.357,6,0.01888,299.8211502,43.8142793,596.625,11.6145
Kepler-11 c,1,6,2.73,0.244,5.9,0.019,297.1150949,41.9091092,646.346,13.7062
Kepler-11 d,1,6,3.43,0.306,6.1,0.019,297.1150949,41.9091092,646.346,13.7062
Kepler-305 c,1,4,3.3,0.294,6,0.019,299.2242557,40.343167,868.477,15.7661
Kepler-350 c,1,3,3.1,0.277,6.1,0.019,285.4195845,39.7061009,956.859,13.7606
Kepler-79 c,1,4,3.72,0.332,5.9,0.019,300.5171067,44.3815508,1020.72,13.8825
Kepler-79 d,1,4,7.16,0.639,6,0.019,300.5171067,44.3815508,1020.72,13.8825
Kepler-92 c,1,3,2.6,0.232,6.1,0.019,289.0860607,41.5630224,477.992,11.7451
Kepler-99 b,2,1,1.48,0.132,6.15,0.019,297.3539994,41.3000452,208.369,12.9618
Kepler-454 b,2,2,2.354,0.21,6.05338,0.01905,287.4786474,38.2290751,230.869,11.4395
Kepler-26 c,1,4,2.5,0.223,6.1,0.01919,284.9410627,46.5664505,335.307,15.4089
Kepler-26 c,1,4,2.51,0.224,6.12,0.01926,284.9410627,46.5664505,335.307,15.4089
Kepler-26 c,1,4,2.72,0.243,6.2,0.01951,284.9410627,46.5664505,335.307,15.4089
Kepler-51 d,1,3,11.8,1.053,6.2,0.01951,296.4797624,49.9376486,783.831,14.6777
GJ 1214 b,1,1,2.847,0.254,6.26125,0.0197,258.8313991,4.9606795,14.6427,13.0089
K2-131 b,1,1,1.651,0.147,6.3,0.01982,182.751404,-9.7652392,152.509,11.8999
Kepler-79 e,1,4,3.414,0.305,6.3,0.01982,300.5171067,44.3815508,1020.72,13.8825
GJ 1214 b,1,1,2.27,0.203,6.43,0.02,258.8313991,4.9606795,14.6427,13.0089
GJ 1214 b,1,1,2.65,0.236,6.45,0.02,258.8313991,4.9606795,14.6427,13.0089
Kepler-406 b,1,2,1.43,0.128,6.35,0.02,291.8481764,44.9682807,364.03,12.4897
Kepler-68 b,2,3,2.354,0.21,6.3566,0.02,291.0323102,49.0402129,144.166,9.93355
Kepler-87 c,1,2,6.14,0.548,6.4,0.02,297.9168433,46.9651146,1232.9,14.5869
GJ 1214 b,1,1,2.74,0.244,6.37,0.02004,258.8313991,4.9606795,14.6427,13.0089
K2-291 b,1,1,1.582,0.141,6.4,0.02014,76.44594,21.548199,90.0562,9.86639
K2-291 b,1,1,1.589,0.142,6.49,0.02042,76.44594,21.548199,90.0562,9.86639
K2-131 b,1,1,1.81,0.161,6.5,0.02045,182.751404,-9.7652392,152.509,11.8999
K2-285 d,1,4,2.48,0.221,6.5,0.02045,349.3843458,1.3001522,154.961,11.804
K2-265 b,2,1,1.71,0.153,6.54,0.02058,342.0316493,-14.4947789,138.671,10.9277
K2-3 b,1,3,2.29,0.204,6.6,0.02077,172.3353708,-1.4551364,44.0727,11.4785
TOI-125 c,1,3,2.759,0.246,6.63,0.02086,23.5934253,-66.6763495,111.059,10.718
LHS 1140 b,1,2,1.43,0.128,6.65,0.02092,11.248632,-15.2741085,14.9861,12.6706
GJ 1214 b,1,1,2.678,0.239,6.55,0.021,258.8313991,4.9606795,14.6427,13.0089
Kepler-11 d,1,6,2.97,0.265,6.7,0.021,297.1150949,41.9091092,646.346,13.7062
Kepler-114 b,1,3,1.02,0.091,6.8,0.021,294.121482,48.3497977,259.533,13.7125
Kepler-11 e,1,6,4,0.357,6.7,0.02108,297.1150949,41.9091092,646.346,13.7062
Kepler-80 c,1,6,2.74,0.244,6.74,0.02121,296.1125759,39.9787451,369.451,14.7555
Kepler-80 d,1,6,1.53,0.136,6.75,0.02124,296.1125759,39.9787451,369.451,14.7555
Kepler-11 d,1,6,3.3,0.294,6.8,0.0214,297.1150949,41.9091092,646.346,13.7062
WASP-47 e,1,4,1.81,0.161,6.83,0.02149,331.203092,-12.019067,264.78,11.7889
Kepler-454 b,2,2,2.37,0.211,6.84,0.02152,287.4786474,38.2290751,230.869,11.4395
TOI-1235 b,1,1,1.738,0.155,6.91,0.02174,152.2182549,69.2766204,39.6345,10.8492
WASP-47 e,1,4,1.773,0.158,6.91,0.02174,331.203092,-12.019067,264.78,11.7889
Kepler-80 b,1,6,2.67,0.238,6.93,0.0218,296.1125759,39.9787451,369.451,14.7555
LHS 1140 b,1,2,1.727,0.154,6.98,0.02196,11.248632,-15.2741085,14.9861,12.6706
CoRoT-7 b,1,2,1.861,0.166,6.99226,0.022,100.9561682,-1.0630076,159.906,11.5239
Kepler-11 e,1,6,3.98,0.355,7,0.022,297.1150949,41.9091092,646.346,13.7062
Kepler-18 b,1,3,2,0.178,6.9,0.022,298.0794448,44.746248,433.047,13.5393
Kepler-326 d,1,3,2.41,0.215,6.9,0.022,294.3255898,46.0022646,487.675,13.6788
Kepler-310 d,1,3,2.1,0.187,7,0.02202,288.839278,46.9867472,602.268,14.265
Kepler-100 c,1,3,2.2,0.196,7.05,0.02218,291.3861294,41.9901394,304.645,11.1293
Kepler-36 c,1,2,3.679,0.328,7.13,0.02243,291.2501859,49.2318073,527.956,12.0767
TOI-421 b,2,2,2.68,0.239,7.17,0.02256,81.8532824,-14.2767404,74.7969,9.77776
HD 15337 b,1,2,1.699,0.152,7.2,0.02265,36.8678846,-27.6361171,44.8155,8.85598
Kepler-68 c,2,3,1,0.089,7.2,0.02265,291.0323102,49.0402129,144.166,9.93355
HD 86226 c,1,2,2.16,0.193,7.25,0.02281,149.1235154,-24.0991859,45.683,7.7713
HD 219134 f,1,6,1.31,0.117,7.3,0.02297,348.3372026,57.1696255,6.53127,5.2402
Kepler-109 b,1,2,2.37,0.211,7.3,0.02297,290.3926795,40.2849074,474.861,12.2955
Kepler-100 b,1,3,1.32,0.118,7.34,0.023,291.3861294,41.9901394,304.645,11.1293
Kepler-11 d,1,6,3.12,0.278,7.3,0.023,297.1150949,41.9091092,646.346,13.7062
Kepler-289 b,1,3,2.15,0.192,7.3,0.023,297.4653351,42.8828517,704.438,13.9628
Kepler-305 b,1,4,3.66,0.327,7.2,0.023,299.2242557,40.343167,868.477,15.7661
Kepler-339 c,1,3,1.16,0.103,7.3,0.023,293.351701,48.4445922,616.637,14.5134
Kepler-350 c,1,3,2.53,0.226,7.2,0.023,285.4195845,39.7061009,956.859,13.7606
Kepler-57 c,1,2,1.68,0.15,7.4,0.023,293.6413146,44.6570692,644.14,14.7738
K2-141 c,1,2,7,0.624,7.4,0.02328,350.9170464,-1.1891827,61.8736,10.7217
Kepler-223 b,1,4,2.99,0.267,7.4,0.02328,298.3183909,47.2794824,1859.71,15.3951
Kepler-279 c,1,3,5.5,0.491,7.4,0.02328,287.391295,42.194822,1037.4,13.5847
Kepler-307 b,1,2,2.43,0.217,7.44,0.02341,297.7950939,40.4176403,575.581,14.0561
K2-146 c,1,2,2.19,0.195,7.49,0.02358,130.0266951,19.0923416,79.3002,14.9834
K2-3 d,1,3,1.52,0.136,7.5,0.0236,172.3353708,-1.4551364,44.0727,11.4785
Kepler-36 c,1,2,3.8,0.339,7.5,0.0236,291.2501859,49.2318073,527.956,12.0767
HD 15337 b,1,2,1.64,0.146,7.51,0.02363,36.8678846,-27.6361171,44.8155,8.85598
HD 97658 b,1,1,2.247,0.2,7.55,0.024,168.6376584,25.7105962,21.5618,7.5136
Kepler-177 c,1,2,7.1,0.633,7.5,0.024,286.0471442,45.0532038,1435.44,14.9414
Kepler-32 c,1,5,2.02,0.18,7.7,0.024,297.8423073,46.5743595,323.847,15.8123
Kepler-51 d,1,3,9.7,0.865,7.6,0.024,296.4797624,49.9376486,783.831,14.6777
EPIC 220674823 b,1,2,1.712,0.153,7.72,0.02429,13.0800239,10.7947051,244.59,11.9535
55 Cnc e,2,5,1.897,0.169,7.74,0.02435,133.1468373,28.3298154,12.5855,5.72973
K2-36 c,1,2,3.2,0.285,7.8,0.02454,169.4490102,3.8665038,109.749,11.527
KOI-94 c,2,4,3.8,0.339,7.8,0.02454,297.3330716,41.8911186,477.052,12.1882
55 Cnc e,2,5,2.08,0.186,7.81,0.02457,133.1468373,28.3298154,12.5855,5.72973
HD 97658 b,1,1,2.341,0.209,7.86,0.02473,168.6376584,25.7105962,21.5618,7.5136
Kepler-11 e,1,6,4.19,0.374,8,0.025,297.1150949,41.9091092,646.346,13.7062
