source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val,lum_val
3312440445540818304,67.81865013567919,0.10384167451170004,15.003225607407652,0.04719315120647041,21.11796378466621,0.11672133452255007,16.11734,3.5204058,,,"NOT_AVAILABLE",3523.6025,,
3312536927686011520,67.53631161359142,0.10423269076832435,15.63773910857578,0.052967932135913436,21.11984056183339,0.12264660980751074,5.591467,0.41235447,,,"NOT_AVAILABLE",7800.5,,9.865122
3311173120950799872,66.4606635812682,0.07412346775579087,15.002468092175874,0.03558674867681706,21.21255363775841,0.08616345224414043,14.778923,3.0302305,,,"NOT_AVAILABLE",4111.35,0.436,
3309568143211890048,68.86893760260055,0.16119881805820882,15.399155835268347,0.06903230301142901,21.236797017994842,0.19772500676344545,14.520432,3.1405182,,,"NOT_AVAILABLE",3692.03,0.849,
3314212068010812032,67.37694124452663,0.04989094744870904,17.863027077910992,0.022818065832805566,21.2748381398927,0.05546299207487647,6.7800336,0.6105223,39.679529092685584,0.39807944334302287,"NOT_AVAILABLE",6293.1,0.205,3.1335366
3312644885984344704,68.24816281283253,0.047698944554714455,15.818858302095158,0.02327300674124293,21.289864328460556,0.05279149698492494,8.4688225,0.91232395,40.66786685386839,0.1664883986849267,"NOT_AVAILABLE",5460.1426,0.182,0.69099885
3312637842237882880,67.96610720448467,0.08614526289438533,15.851476082775514,0.04093820540840381,21.293953163652656,0.09349698116738712,5.916205,0.46772528,,,"NOT_AVAILABLE",6902.5,,6.929854
47345009348203392,64.78387715273041,0.06132656063354755,17.52463436883315,0.031700473475767196,21.294385044870374,0.05874302503266915,8.270035,0.8856487,37.84735335840655,0.2908666628530297,"NOT_AVAILABLE",5571.5,0.0595,0.8203813
3312751229374292864,66.45569612763943,0.24776186167573466,15.521153937887986,0.13108991011558574,21.308146328882845,0.3092656680249694,11.374796,1.9835625,65.3258614786904,2.0002798660991044,"NOT_AVAILABLE",3812.0,,0.087447874
3312846371490133504,67.51787955652493,0.16424552533517292,16.06861204294449,0.06550455360562209,21.315551382288582,0.1835383333742779,16.583393,3.7164526,,,"NOT_AVAILABLE",3669.4448,0.448,
3312136499294830848,63.943368242641874,0.05969302770134462,15.400603406439703,0.030943732901468037,21.31572760256228,0.0509919292210627,6.203033,0.53746605,41.04966624054254,0.5508273308004303,"NOT_AVAILABLE",6711.0,0.751,5.300475
3314063908819076352,66.35477640826697,0.04407274099250794,17.915214419248816,0.02259651670832328,21.31696607384222,0.039381673258096814,10.607862,1.6052704,38.48521765981148,0.27764513846238076,"NOT_AVAILABLE",4191.07,0.39,0.13918191
3314185129975960448,67.12037412146206,0.23236362494284876,17.69579772513022,0.1251970589554829,21.330088427463803,0.2601610364225985,11.349087,2.234561,,,"NOT_AVAILABLE",3923.0,,0.08289668
3312520946111619072,67.30192161988296,0.041851338811447834,15.273807236012473,0.020405152752164812,21.33234254262895,0.048269527042857224,11.552275,1.964961,,,"NOT_AVAILABLE",3976.7932,0.385,0.06627807
3311883817778820480,65.15177676579246,0.21048717705386039,15.095361646587934,0.12040570111522123,21.339083041649253,0.2464017450304992,5.179711,0.30777407,,,"NOT_AVAILABLE",7664.5,0.6355,13.977994
3307516660672931584,68.7736668792799,0.04450538555972796,13.173596368300869,0.024900779787682212,21.339722578726793,0.051576482904252055,13.729072,2.8713198,,,"NOT_AVAILABLE",3881.5225,0.791,
